host_guid,host_taxon,host_collection,host_group,parasite_record_count,parasite_taxon_count,latitude,longitude,mappable,min_year,max_year,host_url
MSB:Bird:47897,Piranga ludoviciana,MSB:Bird,Bird,3,2,35.8267,-106.89545,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47897
MSB:Bird:47900,Contopus sordidulus,MSB:Bird,Bird,1,1,35.82295,-106.9005,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47900
MSB:Bird:47902,Spizella passerina,MSB:Bird,Bird,1,1,34.6256333333,-107.7664833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47902
MSB:Bird:47904,Poecile gambeli,MSB:Bird,Bird,1,1,34.6256333333,-107.7664833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47904
MSB:Bird:47905,Spinus psaltria,MSB:Bird,Bird,2,1,34.6256333333,-107.7664833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47905
MSB:Bird:47909,Vireo plumbeus,MSB:Bird,Bird,1,1,34.6256333333,-107.7664833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47909
MSB:Bird:47914,Vireo gilvus,MSB:Bird,Bird,2,2,35.8266666667,-106.8947666667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47914
MSB:Host:1827,White Fox,MSB:Host,Host collection,2,2,63.77972,-171.74111,True,,,https://arctos.database.museum/guid/MSB:Host:1827
MSB:Bird:47708,Poecile gambeli,MSB:Bird,Bird,1,1,34.6225,-107.7657,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47708
MSB:Bird:47709,Setophaga nigrescens,MSB:Bird,Bird,1,1,34.6225,-107.7656833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47709
MSB:Bird:47722,Progne subis,MSB:Bird,Bird,1,1,34.6294166667,-107.7559833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47722
MSB:Bird:47725,Gymnorhinus cyanocephalus,MSB:Bird,Bird,3,3,34.62905,-107.7532,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47725
MSB:Bird:47728,Pheucticus melanocephalus,MSB:Bird,Bird,1,1,34.6305333333,-107.7507166667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47728
MSB:Bird:47731,Spizella passerina,MSB:Bird,Bird,1,1,34.6319833333,-107.74765,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47731
MSB:Bird:47748,Cyanocitta stelleri,MSB:Bird,Bird,2,2,34.6296333333,-107.7561666667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47748
MSB:Bird:47753,Sialia mexicana,MSB:Bird,Bird,1,1,35.5391833333,-107.2827166667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47753
MSB:Bird:47754,Sitta carolinensis,MSB:Bird,Bird,1,1,35.5380833333,-107.2837166667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47754
MSB:Bird:47756,Loxia curvirostra,MSB:Bird,Bird,1,1,35.5382,-107.2836833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47756
MSB:Bird:47759,Piranga flava,MSB:Bird,Bird,2,2,35.5375666667,-107.2850333333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47759
MSB:Bird:47761,Setophaga graciae,MSB:Bird,Bird,1,1,35.53755,-107.2801333333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47761
MSB:Bird:47917,Vireo gilvus,MSB:Bird,Bird,2,1,35.8269,-106.894,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47917
MSB:Bird:47769,Setophaga nigrescens,MSB:Bird,Bird,1,1,35.5316666667,-107.2794333333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47769
MSB:Host:1726,Marmota,MSB:Host,Host collection,3,3,,,False,1952.0,1952.0,https://arctos.database.museum/guid/MSB:Host:1726
MSB:Bird:47774,Spizella passerina,MSB:Bird,Bird,1,1,35.5365833333,-107.2845833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47774
MSB:Bird:47786,Turdus migratorius,MSB:Bird,Bird,1,1,34.6268833333,-107.7732666667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47786
MSB:Bird:47791,Loxia curvirostra,MSB:Bird,Bird,2,1,34.62735,-107.77605,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47791
MSB:Bird:47792,Loxia curvirostra,MSB:Bird,Bird,1,1,34.62735,-107.77605,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47792
MSB:Bird:47795,Setophaga auduboni,MSB:Bird,Bird,1,1,34.6269666667,-107.7746333333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47795
MSB:Host:1745,Spectacled Eider,MSB:Host,Host collection,2,2,,,False,,,https://arctos.database.museum/guid/MSB:Host:1745
MSB:Bird:47809,Tachycineta thalassina,MSB:Bird,Bird,1,1,34.6278166667,-107.7756166667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47809
MSB:Bird:47812,Tachycineta thalassina,MSB:Bird,Bird,2,2,34.6278333333,-107.7756166667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47812
MSB:Bird:47813,Tachycineta thalassina,MSB:Bird,Bird,1,1,34.6278333333,-107.7756166667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47813
MSB:Bird:47814,Gymnorhinus cyanocephalus,MSB:Bird,Bird,1,1,34.6229833333,-107.7701666667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47814
MSB:Bird:47817,Sialia mexicana,MSB:Bird,Bird,1,1,34.6261666667,-107.7726,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47817
MSB:Bird:47820,Piranga flava,MSB:Bird,Bird,1,1,34.6252833333,-107.7745833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47820
MSB:Bird:47821,Setophaga graciae,MSB:Bird,Bird,1,1,34.6252833333,-107.7745833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47821
MSB:Bird:47825,Tachycineta thalassina,MSB:Bird,Bird,1,1,35.5396166667,-107.2767333333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47825
MSB:Bird:47833,Vireo plumbeus,MSB:Bird,Bird,1,1,34.6224333333,-107.7703166667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47833
MSB:Bird:47836,Baeolophus ridgwayi,MSB:Bird,Bird,1,1,34.62165,-107.7705166667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47836
MSB:Bird:47838,Sialia mexicana,MSB:Bird,Bird,1,1,34.62165,-107.77045,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47838
MSB:Bird:47839,Piranga flava,MSB:Bird,Bird,1,1,34.62165,-107.7712833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47839
MSB:Bird:47843,Setophaga auduboni,MSB:Bird,Bird,1,1,34.6219,-107.7746666667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47843
MSB:Bird:47847,Piranga ludoviciana,MSB:Bird,Bird,1,1,35.5385333333,-107.2791833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47847
MSB:Bird:47849,Vireo plumbeus,MSB:Bird,Bird,1,1,35.54,-107.27505,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47849
MSB:Bird:47923,Vireo plumbeus,MSB:Bird,Bird,2,2,35.5421333333,-107.274,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47923
MSB:Bird:47851,Vireo plumbeus,MSB:Bird,Bird,1,1,35.5399333333,-107.2727,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47851
MSB:Bird:47854,Tachycineta thalassina,MSB:Bird,Bird,1,1,35.54035,-107.2718833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47854
MSB:Bird:47855,Tachycineta thalassina,MSB:Bird,Bird,1,1,35.54035,-107.2718833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47855
MSB:Host:303,,MSB:Host,Host collection,2,2,,,False,,,https://arctos.database.museum/guid/MSB:Host:303
MSB:Host:1746,Spectacled Eider,MSB:Host,Host collection,3,3,,,False,,,https://arctos.database.museum/guid/MSB:Host:1746
MSB:Bird:47858,Spizella passerina,MSB:Bird,Bird,1,1,35.5407833333,-107.2721166667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47858
MSB:Bird:47862,Psaltriparus minimus,MSB:Bird,Bird,1,1,35.53415,-107.2839166667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47862
MSB:Bird:47865,Chondestes grammacus,MSB:Bird,Bird,1,1,35.5356,-107.2865666667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47865
MSB:Bird:47868,Pipilo maculatus,MSB:Bird,Bird,1,1,35.5356,-107.2865666667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47868
MSB:Bird:47870,Chondestes grammacus,MSB:Bird,Bird,1,1,35.5356666667,-107.2880833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47870
MSB:Bird:47874,Piranga ludoviciana,MSB:Bird,Bird,1,1,35.5266333333,-107.28825,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47874
MSB:Bird:47877,Vireo plumbeus,MSB:Bird,Bird,2,1,35.5271,-107.2873833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47877
MSB:Bird:47884,Chordeiles minor,MSB:Bird,Bird,1,1,35.5372666667,-107.2830833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47884
MSB:Bird:47890,Pipilo maculatus,MSB:Bird,Bird,1,1,36.0407333333,-107.0139333333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47890
MSB:Bird:47894,Vireo plumbeus,MSB:Bird,Bird,1,1,35.8232166667,-106.8986666667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47894
MSB:Bird:47895,Cyanocitta stelleri,MSB:Bird,Bird,1,1,35.8266333333,-106.8964,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47895
MSB:Bird:47896,Piranga ludoviciana,MSB:Bird,Bird,3,2,35.8267,-106.89545,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47896
MSB:Bird:47918,Setophaga graciae,MSB:Bird,Bird,1,1,35.8266333333,-106.8956,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47918
MSB:Bird:47919,Baeolophus ridgwayi,MSB:Bird,Bird,1,1,35.8279333333,-106.9015333333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47919
MSB:Bird:47925,Piranga ludoviciana,MSB:Bird,Bird,1,1,35.5444333333,-107.2733333333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47925
MSB:Bird:47926,Vireo plumbeus,MSB:Bird,Bird,3,2,35.5444333333,-107.2733333333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47926
MSB:Bird:47950,Vireo plumbeus,MSB:Bird,Bird,1,1,36.0407333333,-107.0139333333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47950
MSB:Bird:47952,Coccothraustes vespertinus,MSB:Bird,Bird,2,2,35.8254833333,-106.8991166667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47952
MSB:Bird:47953,Piranga ludoviciana,MSB:Bird,Bird,2,2,35.8257,-106.8990666667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47953
MSB:Bird:47956,Spinus psaltria,MSB:Bird,Bird,2,2,35.82559166665,-106.8990916667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47956
MSB:Host:1747,Spectacled Eider,MSB:Host,Host collection,2,2,,,False,,,https://arctos.database.museum/guid/MSB:Host:1747
MSB:Bird:47959,Baeolophus ridgwayi,MSB:Bird,Bird,1,1,35.8254833333,-106.8991166667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47959
MSB:Bird:47961,Baeolophus ridgwayi,MSB:Bird,Bird,1,1,,,False,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47961
MSB:Bird:47962,Coccothraustes vespertinus,MSB:Bird,Bird,1,1,35.8258,-106.89895,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47962
MSB:Bird:47968,Setophaga auduboni,MSB:Bird,Bird,1,1,36.04145,-107.0120333333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47968
MSB:Bird:47970,Poecile gambeli,MSB:Bird,Bird,2,2,36.0398666667,-107.0109666667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47970
MSB:Bird:47971,Sitta pygmaea,MSB:Bird,Bird,1,1,36.0398666667,-107.0109666667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47971
MSB:Bird:47975,Aphelocoma woodhouseii,MSB:Bird,Bird,2,2,36.03985,-107.0109833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47975
MSB:Bird:47976,Sialia mexicana,MSB:Bird,Bird,1,1,36.04295,-107.0133833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47976
MSB:Bird:47978,Sialia mexicana,MSB:Bird,Bird,1,1,36.0429333333,-107.0133666667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47978
MSB:Bird:47983,Setophaga nigrescens,MSB:Bird,Bird,1,1,36.03985,-107.0109833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47983
MSB:Bird:47986,Polioptila caerulea,MSB:Bird,Bird,1,1,36.0336,-107.0084666667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47986
MSB:Bird:47987,Vireo plumbeus,MSB:Bird,Bird,1,1,36.0185833333,-107.0080833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47987
MSB:Bird:47988,Pipilo maculatus,MSB:Bird,Bird,1,1,36.0185833333,-107.0080833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47988
MSB:Bird:47989,Vireo plumbeus,MSB:Bird,Bird,2,2,36.0197333333,-107.0090666667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47989
MSB:Bird:47991,Pipilo maculatus,MSB:Bird,Bird,1,1,36.0334,-107.0091,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47991
MSB:Host:1748,Cackling goose,MSB:Host,Host collection,1,1,,,False,,,https://arctos.database.museum/guid/MSB:Host:1748
MSB:Bird:47992,Piranga ludoviciana,MSB:Bird,Bird,2,2,,,False,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47992
MSB:Bird:47997,Sialia mexicana,MSB:Bird,Bird,1,1,34.8674666667,-108.2088166667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:47997
MSB:Bird:48003,Piranga flava,MSB:Bird,Bird,2,2,34.86855,-108.21115,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48003
MSB:Bird:48005,Piranga flava,MSB:Bird,Bird,2,2,34.8685166667,-108.2112,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48005
MSB:Bird:48006,Vireo plumbeus,MSB:Bird,Bird,2,2,34.8685166667,-108.21035,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48006
MSB:Bird:48018,Spizella passerina,MSB:Bird,Bird,1,1,35.5375,-107.2772166667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48018
MSB:Host:1749,Cackling goose,MSB:Host,Host collection,1,1,,,False,,,https://arctos.database.museum/guid/MSB:Host:1749
MSB:Bird:48020,Sialia mexicana,MSB:Bird,Bird,1,1,35.5379833333,-107.2777833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48020
MSB:Bird:48032,Sitta pygmaea,MSB:Bird,Bird,2,1,35.5378,-107.2811833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48032
MSB:Bird:48041,Spizella passerina,MSB:Bird,Bird,1,1,35.5388666667,-107.2820666667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48041
MSB:Bird:48061,Spizella passerina,MSB:Bird,Bird,1,1,34.8585333333,-108.2147833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48061
MSB:Bird:48062,Spizella passerina,MSB:Bird,Bird,1,1,34.8585333333,-108.2147833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48062
MSB:Bird:48065,Poecile gambeli,MSB:Bird,Bird,1,1,36.0439,-107.0137,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48065
MSB:Bird:48078,Loxia curvirostra,MSB:Bird,Bird,1,1,36.0414,-107.0118333333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48078
MSB:Bird:48080,Sialia mexicana,MSB:Bird,Bird,3,2,36.0414,-107.0118333333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48080
MSB:Host:1576,Sea Lion (Stellar's),MSB:Host,Host collection,3,3,,,False,,,https://arctos.database.museum/guid/MSB:Host:1576
MSB:Bird:48089,Spizella passerina,MSB:Bird,Bird,1,1,34.8689,-108.20785,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48089
MSB:Bird:48100,Spizella passerina,MSB:Bird,Bird,1,1,34.8601333333,-108.2073833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48100
MSB:Bird:48104,Spizella passerina,MSB:Bird,Bird,1,1,34.8604833333,-108.2071833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48104
MSB:Bird:48105,Baeolophus ridgwayi,MSB:Bird,Bird,1,1,34.8603,-108.2101166667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48105
MSB:Bird:48107,Vireo plumbeus,MSB:Bird,Bird,2,2,34.8603,-108.2101166667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48107
MSB:Bird:48112,Sialia mexicana,MSB:Bird,Bird,1,1,34.86795,-108.2082833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48112
MSB:Bird:48114,Spizella passerina,MSB:Bird,Bird,1,1,34.8707333333,-108.2045166667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48114
MSB:Bird:48119,Piranga flava,MSB:Bird,Bird,1,1,34.87765,-108.20475,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48119
MSB:Bird:48129,Pipilo maculatus,MSB:Bird,Bird,1,1,34.8578333333,-108.2142166667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48129
MSB:Bird:48161,Psaltriparus minimus,MSB:Bird,Bird,1,1,34.8579166667,-108.2119833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48161
MSB:Bird:48131,Setophaga auduboni,MSB:Bird,Bird,1,1,36.0427333333,-107.0133666667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48131
MSB:Bird:48132,Piranga ludoviciana,MSB:Bird,Bird,1,1,36.0431333333,-107.0130666667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48132
MSB:Bird:48135,Myiarchus cinerascens,MSB:Bird,Bird,1,1,36.0439833333,-107.0105333333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48135
MSB:Bird:48142,Vireo plumbeus,MSB:Bird,Bird,2,2,36.0420166667,-107.01085,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48142
MSB:Host:1577,European Teal,MSB:Host,Host collection,1,1,,,False,,,https://arctos.database.museum/guid/MSB:Host:1577
MSB:Bird:48143,Tachycineta thalassina,MSB:Bird,Bird,2,2,36.0405333333,-107.0119333333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48143
MSB:Bird:48144,Poecile gambeli,MSB:Bird,Bird,2,1,36.0419666667,-107.0133666667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48144
MSB:Bird:48146,Vireo plumbeus,MSB:Bird,Bird,2,1,36.0384833333,-107.01125,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48146
MSB:Bird:48150,Piranga ludoviciana,MSB:Bird,Bird,2,2,36.0333833333,-107.0090166667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48150
MSB:Bird:48152,Spizella passerina,MSB:Bird,Bird,2,2,36.02355,-107.01109166665,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48152
MSB:Host:1578,European Teal,MSB:Host,Host collection,1,1,,,False,,,https://arctos.database.museum/guid/MSB:Host:1578
MSB:Bird:48153,Polioptila caerulea,MSB:Bird,Bird,1,1,36.0235333333,-107.0110666667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48153
MSB:Bird:48159,Piranga ludoviciana,MSB:Bird,Bird,1,1,34.8579333333,-108.2119833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48159
MSB:Bird:48167,Setophaga graciae,MSB:Bird,Bird,2,2,36.0434,-107.0130166667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48167
MSB:Bird:48172,Setophaga auduboni,MSB:Bird,Bird,3,2,36.0440333333,-107.0136333333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48172
MSB:Bird:48178,Picoides villosus,MSB:Bird,Bird,2,2,36.0434666667,-107.0143833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48178
MSB:Host:1579,Greater Scaup,MSB:Host,Host collection,1,1,,,False,,,https://arctos.database.museum/guid/MSB:Host:1579
MSB:Bird:48180,Catharus guttatus,MSB:Bird,Bird,1,1,36.0439666667,-107.0056166667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48180
MSB:Bird:48182,Spizella passerina,MSB:Bird,Bird,1,1,36.0431666667,-107.0131333333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48182
MSB:Bird:48183,Empidonax wrightii,MSB:Bird,Bird,1,1,36.0431666667,-107.0131333333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48183
MSB:Bird:48185,Piranga flava,MSB:Bird,Bird,3,2,34.87765,-108.20475,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48185
MSB:Bird:48191,Piranga flava,MSB:Bird,Bird,1,1,34.8736666667,-108.1941166667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48191
MSB:Bird:48194,Polioptila caerulea,MSB:Bird,Bird,1,1,36.0414,-107.0118333333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48194
MSB:Bird:48204,Spizella passerina,MSB:Bird,Bird,1,1,34.8622,-108.2180166667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48204
MSB:Bird:48205,Spinus psaltria,MSB:Bird,Bird,1,1,34.8622,-108.2180166667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48205
MSB:Host:1580,Greater Scaup,MSB:Host,Host collection,1,1,,,False,,,https://arctos.database.museum/guid/MSB:Host:1580
MSB:Bird:48206,Piranga ludoviciana,MSB:Bird,Bird,1,1,34.8622,-108.2180166667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48206
MSB:Bird:48208,Vireo plumbeus,MSB:Bird,Bird,1,1,34.8622,-108.2180166667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48208
MSB:Bird:48214,Vireo plumbeus,MSB:Bird,Bird,3,2,36.0398666667,-107.01975,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48214
MSB:Bird:48218,Sialia mexicana,MSB:Bird,Bird,1,1,36.0395333333,-107.02175,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48218
MSB:Bird:48219,Aphelocoma woodhouseii,MSB:Bird,Bird,2,2,36.03945,-107.0228166667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48219
MSB:Bird:48221,Sitta carolinensis,MSB:Bird,Bird,1,1,36.03945,-107.0227833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48221
MSB:Bird:48222,Colaptes auratus,MSB:Bird,Bird,2,2,36.0389166667,-107.0200333333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48222
MSB:Host:1581,Greater Scaup,MSB:Host,Host collection,1,1,,,False,,,https://arctos.database.museum/guid/MSB:Host:1581
MSB:Bird:48224,Pipilo maculatus,MSB:Bird,Bird,1,1,36.0389166667,-107.0200333333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48224
MSB:Bird:48262,Cyanocitta stelleri,MSB:Bird,Bird,1,1,35.52715,-107.38765,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48262
MSB:Bird:48227,Aphelocoma woodhouseii,MSB:Bird,Bird,3,2,36.0334,-107.0091166667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48227
MSB:Bird:48229,Polioptila caerulea,MSB:Bird,Bird,1,1,36.0334,-107.0091166667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48229
MSB:Bird:48231,Setophaga auduboni,MSB:Bird,Bird,1,1,36.0334,-107.0091166667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48231
MSB:Bird:48255,Pipilo maculatus,MSB:Bird,Bird,1,1,35.5169,-107.3865666667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48255
MSB:Bird:48259,Poecile gambeli,MSB:Bird,Bird,1,1,35.5259333333,-107.3866,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48259
MSB:Host:1583,Bald Eagle,MSB:Host,Host collection,1,1,,,False,,,https://arctos.database.museum/guid/MSB:Host:1583
MSB:Bird:48236,Pipilo maculatus,MSB:Bird,Bird,1,1,36.0421666667,-107.0161833333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48236
MSB:Bird:48239,Pipilo maculatus,MSB:Bird,Bird,1,1,36.0420333333,-107.0181,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48239
MSB:Bird:48242,Progne subis,MSB:Bird,Bird,1,1,36.04085,-107.0193666667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48242
MSB:Bird:48264,Piranga flava,MSB:Bird,Bird,2,2,35.5273833333,-107.3883666667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48264
MSB:Bird:48276,Sialia currucoides,MSB:Bird,Bird,1,1,35.5278,-107.3839,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48276
MSB:Bird:48277,Poecile gambeli,MSB:Bird,Bird,1,1,35.5305333333,-107.3848666667,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48277
MSB:Host:1603,Sea Lion (Stellar's),MSB:Host,Host collection,3,3,,,False,,,https://arctos.database.museum/guid/MSB:Host:1603
MSB:Bird:48281,Vireo plumbeus,MSB:Bird,Bird,1,1,35.52615,-107.3802333333,True,2017.0,2017.0,https://arctos.database.museum/guid/MSB:Bird:48281
