host_guid,host_taxon,host_collection,host_group,parasite_record_count,parasite_taxon_count,latitude,longitude,mappable,min_year,max_year,host_url
UAM:Mamm:78325,Myodes rutilus,UAM:Mamm,Mammal,2,1,67.4531111111,-150.8500277778,True,2002.0,2002.0,https://arctos.database.museum/guid/UAM:Mamm:78325
MSB:Mamm:158066,Myodes rutilus,MSB:Mamm,Mammal,1,1,58.0535,-129.8856388889,True,2003.0,2003.0,https://arctos.database.museum/guid/MSB:Mamm:158066
MSB:Host:845,,MSB:Host,Host collection,2,2,63.694167,-170.478889,True,,,https://arctos.database.museum/guid/MSB:Host:845
MSB:Mamm:67638,Dipodomys merriami,MSB:Mamm,Mammal,5,4,34.418171,-107.02921799999999,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:67638
MSB:Mamm:71314,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.29136,-106.935975,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:71314
MSB:Mamm:79884,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.418171,-107.029218,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:79884
MSB:Mamm:261619,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.334181,-106.739406,True,1998.0,1998.0,https://arctos.database.museum/guid/MSB:Mamm:261619
MSB:Mamm:261620,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.334181,-106.739406,True,1998.0,1998.0,https://arctos.database.museum/guid/MSB:Mamm:261620
MSB:Mamm:261633,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.331126,-106.732365,True,1998.0,1998.0,https://arctos.database.museum/guid/MSB:Mamm:261633
MSB:Mamm:260958,Dipodomys merriami,MSB:Mamm,Mammal,2,1,34.288474,-106.904267,True,1998.0,1998.0,https://arctos.database.museum/guid/MSB:Mamm:260958
MSB:Mamm:261245,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.334181,-106.73940599999999,True,1998.0,1998.0,https://arctos.database.museum/guid/MSB:Mamm:261245
MSB:Mamm:259768,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.418171,-107.029218,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:259768
MSB:Mamm:69834,Dipodomys merriami,MSB:Mamm,Mammal,4,4,34.288474,-106.904267,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:69834
MSB:Host:854,,MSB:Host,Host collection,1,1,63.779601,-171.740277,True,,,https://arctos.database.museum/guid/MSB:Host:854
MSB:Mamm:69714,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.334181,-106.739406,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:69714
MSB:Mamm:69664,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.334181,-106.739406,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:69664
MSB:Mamm:79434,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.331126,-106.732365,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:79434
MSB:Mamm:69666,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.331126,-106.732365,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:69666
MSB:Mamm:79433,Dipodomys merriami,MSB:Mamm,Mammal,4,3,34.334181,-106.739406,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:79433
MSB:Mamm:140711,Dipodomys merriami,MSB:Mamm,Mammal,3,2,34.334181,-106.73940599999999,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:140711
MSB:Mamm:99186,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.288474,-106.904267,True,1998.0,1998.0,https://arctos.database.museum/guid/MSB:Mamm:99186
MSB:Mamm:261657,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.288474,-106.904267,True,1998.0,1998.0,https://arctos.database.museum/guid/MSB:Mamm:261657
MSB:Mamm:261377,Neotoma albigula,MSB:Mamm,Mammal,1,1,34.29136,-106.935975,True,1998.0,1998.0,https://arctos.database.museum/guid/MSB:Mamm:261377
MSB:Mamm:71219,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.334181,-106.739406,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:71219
MSB:Mamm:69816,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.288474,-106.904267,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:69816
MSB:Mamm:71053,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.288474,-106.904267,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:71053
MSB:Mamm:71685,Dipodomys merriami,MSB:Mamm,Mammal,4,3,34.418171,-107.029218,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:71685
MSB:Mamm:81031,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.295043,-106.923831,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:81031
MSB:Mamm:71241,Dipodomys merriami,MSB:Mamm,Mammal,6,5,34.331126,-106.732365,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:71241
MSB:Mamm:79446,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.288474,-106.904267,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:79446
MSB:Mamm:85443,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.29136,-106.935975,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85443
MSB:Mamm:85473,Dipodomys merriami,MSB:Mamm,Mammal,5,4,34.29136,-106.93597500000001,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:85473
MSB:Mamm:66451,Dipodomys merriami,MSB:Mamm,Mammal,4,3,34.288474,-106.904267,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:66451
MSB:Mamm:66452,Dipodomys merriami,MSB:Mamm,Mammal,4,3,34.288474,-106.904267,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:66452
MSB:Mamm:66454,Dipodomys merriami,MSB:Mamm,Mammal,4,3,34.288474,-106.904267,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:66454
MSB:Mamm:69659,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.334181,-106.739406,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:69659
MSB:Mamm:81363,Dipodomys merriami,MSB:Mamm,Mammal,6,5,34.294287,-106.93176899999999,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:81363
MSB:Mamm:79431,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.334181,-106.73940599999999,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:79431
MSB:Mamm:69842,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.295043,-106.923831,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:69842
MSB:Mamm:81331,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.331126,-106.732365,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:81331
MSB:Mamm:81333,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.331126,-106.732365,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:81333
MSB:Mamm:259398,Dipodomys ordii,MSB:Mamm,Mammal,2,2,34.335185,-106.725265,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:259398
MSB:Mamm:71394,Neotoma albigula,MSB:Mamm,Mammal,1,1,34.29136,-106.935975,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:71394
MSB:Mamm:71242,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.331126,-106.732365,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:71242
MSB:Host:21777,Helisoma trivolvis,MSB:Host,Host collection,1,1,34.1371666667,-108.4918333333,True,2011.0,2011.0,https://arctos.database.museum/guid/MSB:Host:21777
MSB:Mamm:71257,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.331126,-106.732365,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:71257
MSB:Mamm:71429,Dipodomys merriami,MSB:Mamm,Mammal,4,4,34.331126,-106.732365,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:71429
MSB:Mamm:71430,Dipodomys merriami,MSB:Mamm,Mammal,5,3,34.331126,-106.732365,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:71430
MSB:Mamm:79984,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.331126,-106.732365,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:79984
MSB:Mamm:71552,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.420524,-107.035359,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:71552
MSB:Mamm:66399,Dipodomys merriami,MSB:Mamm,Mammal,3,2,34.288474,-106.904267,True,1990.0,1990.0,https://arctos.database.museum/guid/MSB:Mamm:66399
MSB:Mamm:66401,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.288474,-106.904267,True,1990.0,1990.0,https://arctos.database.museum/guid/MSB:Mamm:66401
MSB:Mamm:66402,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.288474,-106.904267,True,1990.0,1990.0,https://arctos.database.museum/guid/MSB:Mamm:66402
MSB:Mamm:63612,Dipodomys merriami,MSB:Mamm,Mammal,9,5,34.304801,-106.613816,True,1990.0,1990.0,https://arctos.database.museum/guid/MSB:Mamm:63612
MSB:Mamm:64281,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.331126,-106.732365,True,1990.0,1990.0,https://arctos.database.museum/guid/MSB:Mamm:64281
MSB:Mamm:142647,,MSB:Mamm,Mammal,3,3,33.0830555556,-103.62416666669999,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:142647
MSB:Mamm:67675,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.331126,-106.732365,True,1990.0,1990.0,https://arctos.database.museum/guid/MSB:Mamm:67675
MSB:Mamm:81263,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.420524,-107.035359,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:81263
MSB:Mamm:69848,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.288474,-106.904267,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:69848
MSB:Mamm:81371,Dipodomys merriami,MSB:Mamm,Mammal,5,4,34.29136,-106.93597500000001,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:81371
MSB:Mamm:81336,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.334181,-106.739406,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:81336
MSB:Mamm:81260,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.331126,-106.732365,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:81260
MSB:Mamm:81339,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.334181,-106.73940599999999,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:81339
MSB:Mamm:79031,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.418171,-107.029218,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:79031
MSB:Mamm:71244,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.334181,-106.739406,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:71244
MSB:Mamm:71281,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.331126,-106.732365,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:71281
MSB:Mamm:71282,Dipodomys merriami,MSB:Mamm,Mammal,4,3,34.331126,-106.732365,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:71282
MSB:Mamm:71318,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.29136,-106.935975,True,1992.0,1992.0,https://arctos.database.museum/guid/MSB:Mamm:71318
MSB:Mamm:79413,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.331126,-106.732365,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:79413
MSB:Mamm:67567,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.294287,-106.931769,True,1990.0,1990.0,https://arctos.database.museum/guid/MSB:Mamm:67567
MSB:Mamm:65416,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.331126,-106.732365,True,1990.0,1990.0,https://arctos.database.museum/guid/MSB:Mamm:65416
MSB:Mamm:67568,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.294287,-106.931769,True,1990.0,1990.0,https://arctos.database.museum/guid/MSB:Mamm:67568
MSB:Mamm:67620,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.418171,-107.029218,True,1990.0,1990.0,https://arctos.database.museum/guid/MSB:Mamm:67620
MSB:Mamm:64299,Dipodomys merriami,MSB:Mamm,Mammal,4,3,34.331126,-106.732365,True,1990.0,1990.0,https://arctos.database.museum/guid/MSB:Mamm:64299
MSB:Mamm:65519,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.288474,-106.904267,True,1990.0,1990.0,https://arctos.database.museum/guid/MSB:Mamm:65519
MSB:Mamm:85254,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.295043,-106.923831,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85254
MSB:Mamm:85263,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.288474,-106.904267,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85263
MSB:Mamm:85270,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.288474,-106.904267,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85270
MSB:Mamm:85136,Dipodomys merriami,MSB:Mamm,Mammal,2,1,34.334181,-106.739406,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85136
MSB:Mamm:85276,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.295043,-106.923831,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85276
MSB:Mamm:85152,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.331126,-106.732365,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85152
MSB:Mamm:71111,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.288474,-106.904267,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:71111
MSB:Mamm:69824,Dipodomys merriami,MSB:Mamm,Mammal,4,3,34.295043,-106.923831,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:69824
MSB:Mamm:71619,Dipodomys merriami,MSB:Mamm,Mammal,5,4,34.295043,-106.923831,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:71619
MSB:Mamm:79331,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.331126,-106.732365,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:79331
MSB:Mamm:238532,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.288474,-106.904267,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:238532
MSB:Mamm:79558,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.288474,-106.904267,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:79558
MSB:Mamm:142648,,MSB:Mamm,Mammal,1,1,33.38946,-104.35764,True,1997.0,1997.0,https://arctos.database.museum/guid/MSB:Mamm:142648
MSB:Mamm:71423,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.331126,-106.732365,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:71423
MSB:Mamm:65512,Dipodomys merriami,MSB:Mamm,Mammal,4,3,34.288474,-106.904267,True,1990.0,1990.0,https://arctos.database.museum/guid/MSB:Mamm:65512
MSB:Mamm:66422,Dipodomys merriami,MSB:Mamm,Mammal,4,4,34.295043,-106.923831,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:66422
MSB:Mamm:67644,Dipodomys merriami,MSB:Mamm,Mammal,6,6,34.331126,-106.732365,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:67644
MSB:Mamm:67645,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.331126,-106.732365,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:67645
MSB:Mamm:66426,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.288474,-106.904267,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:66426
MSB:Mamm:67647,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.334181,-106.739406,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:67647
MSB:Mamm:85157,Dipodomys merriami,MSB:Mamm,Mammal,4,4,34.331126,-106.732365,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85157
MSB:Mamm:85279,Dipodomys merriami,MSB:Mamm,Mammal,5,4,34.288474,-106.904267,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85279
MSB:Mamm:79901,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.418171,-107.029218,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:79901
MSB:Mamm:142649,,MSB:Mamm,Mammal,2,2,33.88508,-103.58446,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:142649
MSB:Mamm:85348,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.418171,-107.029218,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85348
MSB:Mamm:85165,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.334181,-106.739406,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85165
MSB:Mamm:85172,Dipodomys merriami,MSB:Mamm,Mammal,4,4,34.334181,-106.739406,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85172
MSB:Mamm:71452,Dipodomys merriami,MSB:Mamm,Mammal,4,3,34.334181,-106.739406,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:71452
MSB:Mamm:79417,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.334181,-106.739406,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:79417
MSB:Mamm:79183,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.294287,-106.931769,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:79183
MSB:Mamm:69654,Dipodomys merriami,MSB:Mamm,Mammal,5,4,34.334181,-106.739406,True,1993.0,1993.0,https://arctos.database.museum/guid/MSB:Mamm:69654
MSB:Mamm:69710,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.331126,-106.732365,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:69710
MSB:Mamm:79435,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.331126,-106.732365,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:79435
MSB:Mamm:67648,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.334181,-106.739406,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:67648
MSB:Mamm:67651,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.334181,-106.739406,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:67651
MSB:Mamm:67649,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.334181,-106.739406,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:67649
MSB:Mamm:67650,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.334181,-106.739406,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:67650
MSB:Mamm:67652,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.331126,-106.732365,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:67652
MSB:Mamm:66431,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.288474,-106.904267,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:66431
MSB:Mamm:85174,Dipodomys merriami,MSB:Mamm,Mammal,4,4,34.334181,-106.739406,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85174
MSB:Mamm:85144,Dipodomys merriami,MSB:Mamm,Mammal,7,6,34.331126,-106.732365,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85144
MSB:Mamm:79878,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.420524,-107.035359,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:79878
MSB:Mamm:85186,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.331126,-106.732365,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:85186
MSB:Mamm:85187,Dipodomys merriami,MSB:Mamm,Mammal,5,3,34.331126,-106.732365,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:85187
MSB:Mamm:142652,,MSB:Mamm,Mammal,4,3,32.8941666667,-104.2413888889,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:142652
MSB:Mamm:85190,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.331126,-106.732365,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:85190
MSB:Mamm:260092,Peromyscus leucopus,MSB:Mamm,Mammal,3,2,34.295043,-106.923831,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:260092
MSB:Mamm:261224,Dipodomys merriami,MSB:Mamm,Mammal,4,3,34.334181,-106.739406,True,1998.0,1998.0,https://arctos.database.museum/guid/MSB:Mamm:261224
MSB:Mamm:81354,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.29136,-106.935975,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:81354
MSB:Mamm:69835,Dipodomys merriami,MSB:Mamm,Mammal,4,3,34.288474,-106.904267,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:69835
MSB:Mamm:69706,Dipodomys merriami,MSB:Mamm,Mammal,4,3,34.334181,-106.739406,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:69706
MSB:Mamm:69712,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.334181,-106.73940599999999,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:69712
MSB:Mamm:79430,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.334181,-106.739406,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:79430
MSB:Mamm:69837,Dipodomys merriami,MSB:Mamm,Mammal,4,4,34.295043,-106.923831,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:69837
MSB:Mamm:67654,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.334181,-106.739406,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:67654
MSB:Mamm:66436,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.295043,-106.923831,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:66436
MSB:Mamm:66437,Dipodomys merriami,MSB:Mamm,Mammal,3,2,34.295043,-106.923831,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:66437
MSB:Mamm:67633,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.418171,-107.029218,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:67633
MSB:Mamm:67655,Dipodomys merriami,MSB:Mamm,Mammal,1,1,34.334181,-106.739406,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:67655
MSB:Mamm:67657,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.334181,-106.739406,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:67657
MSB:Mamm:85360,Dipodomys merriami,MSB:Mamm,Mammal,4,4,34.418171,-107.029218,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:85360
MSB:Mamm:85188,Dipodomys merriami,MSB:Mamm,Mammal,4,4,34.334181,-106.739406,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:85188
MSB:Mamm:85191,Dipodomys merriami,MSB:Mamm,Mammal,5,3,34.331126,-106.732365,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:85191
MSB:Mamm:85195,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.331126,-106.732365,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:85195
MSB:Mamm:85362,Dipodomys merriami,MSB:Mamm,Mammal,4,4,34.418171,-107.029218,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:85362
MSB:Mamm:142653,,MSB:Mamm,Mammal,5,5,33.0825,-103.6769444444,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:142653
MSB:Mamm:85201,Dipodomys merriami,MSB:Mamm,Mammal,5,4,34.331126,-106.732365,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:85201
MSB:Mamm:260226,Dipodomys merriami,MSB:Mamm,Mammal,5,4,34.288474,-106.904267,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:260226
MSB:Mamm:260201,Peromyscus truei,MSB:Mamm,Mammal,2,2,34.295043,-106.923831,True,1995.0,1995.0,https://arctos.database.museum/guid/MSB:Mamm:260201
MSB:Mamm:81362,Dipodomys merriami,MSB:Mamm,Mammal,4,3,34.294287,-106.931769,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:81362
MSB:Mamm:69661,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.331126,-106.732365,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:69661
MSB:Mamm:69790,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.295043,-106.923831,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:69790
MSB:Mamm:69845,Dipodomys merriami,MSB:Mamm,Mammal,3,3,34.295043,-106.923831,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:69845
MSB:Mamm:69846,Dipodomys merriami,MSB:Mamm,Mammal,4,4,34.288474,-106.904267,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:69846
MSB:Mamm:69761,Dipodomys merriami,MSB:Mamm,Mammal,4,4,34.288474,-106.904267,True,1994.0,1994.0,https://arctos.database.museum/guid/MSB:Mamm:69761
MSB:Mamm:65608,Dipodomys merriami,MSB:Mamm,Mammal,4,3,34.295043,-106.923831,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:65608
MSB:Mamm:65609,Dipodomys merriami,MSB:Mamm,Mammal,6,5,34.295043,-106.923831,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:65609
MSB:Mamm:66440,Dipodomys merriami,MSB:Mamm,Mammal,5,4,34.295043,-106.92383100000002,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:66440
MSB:Mamm:67662,Dipodomys merriami,MSB:Mamm,Mammal,2,2,34.331126,-106.732365,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:67662
MSB:Mamm:67664,Dipodomys merriami,MSB:Mamm,Mammal,5,4,34.331126,-106.732365,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:67664
MSB:Mamm:71356,Dipodomys merriami,MSB:Mamm,Mammal,4,3,34.294287,-106.931769,True,1991.0,1991.0,https://arctos.database.museum/guid/MSB:Mamm:71356
MSB:Mamm:85365,Dipodomys merriami,MSB:Mamm,Mammal,4,3,34.418171,-107.029218,True,1996.0,1996.0,https://arctos.database.museum/guid/MSB:Mamm:85365
