parasite_guid,parasite_name,parasite_genus,parasite_species,date,year,host_guid,host_taxon,host_collection,host_group,host_sex,host_age,location_in_host,parasite_life_stage,parasite_sex,individual_count,experimental,parasite_url,host_url,latitude,longitude,mappable
MSB:Para:38060,Acari,,,24-5-2015,2015.0,MSB:Mamm:311660,Uroderma bilobatum,MSB:Mamm,Mammal,female,,body surface,,,2,,https://arctos.database.museum/guid/MSB:Para:38060,https://arctos.database.museum/guid/MSB:Mamm:311660,8.0167,-77.72946,True
MSB:Para:38061,Acari,,,24-5-2015,2015.0,MSB:Mamm:311666,Uroderma bilobatum,MSB:Mamm,Mammal,male,,body surface,,,2,,https://arctos.database.museum/guid/MSB:Para:38061,https://arctos.database.museum/guid/MSB:Mamm:311666,8.0167,-77.72946,True
MSB:Para:38062,Diptera,,,24-5-2015,2015.0,MSB:Mamm:311685,Artibeus jamaicensis,MSB:Mamm,Mammal,female,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38062,https://arctos.database.museum/guid/MSB:Mamm:311685,8.0167,-77.72946,True
MSB:Para:38063,Siphonaptera,,,7 May 2016,2016.0,MSB:Mamm:291781,Sorex monticolus,MSB:Mamm,Mammal,male,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38063,https://arctos.database.museum/guid/MSB:Mamm:291781,35.81618196,-105.681488,True
MSB:Para:38064,Acari,,,24-5-2015,2015.0,MSB:Mamm:311706,Artibeus lituratus,MSB:Mamm,Mammal,male,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38064,https://arctos.database.museum/guid/MSB:Mamm:311706,8.0167,-77.72946,True
MSB:Para:38065,Acari,,,7 May 2016,2016.0,MSB:Mamm:291779,Sorex monticolus,MSB:Mamm,Mammal,male,,body surface,,,2,,https://arctos.database.museum/guid/MSB:Para:38065,https://arctos.database.museum/guid/MSB:Mamm:291779,35.81640098,-105.682056,True
MSB:Para:38066,Siphonaptera,,,7 May 2016,2016.0,MSB:Mamm:291780,Sorex monticolus,MSB:Mamm,Mammal,male,,body surface,,,4,,https://arctos.database.museum/guid/MSB:Para:38066,https://arctos.database.museum/guid/MSB:Mamm:291780,35.81614902,-105.681028,True
MSB:Para:38067,Siphonaptera,,,7 May 2016,2016.0,MSB:Mamm:291786,Peromyscus maniculatus,MSB:Mamm,Mammal,female,,body surface,,,3,,https://arctos.database.museum/guid/MSB:Para:38067,https://arctos.database.museum/guid/MSB:Mamm:291786,35.81609203,-105.681095,True
MSB:Para:38068,Acari,,,15 August 2016,2016.0,MSB:Mamm:294129,Apodemus agrarius,MSB:Mamm,Mammal,male,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38068,https://arctos.database.museum/guid/MSB:Mamm:294129,47.00297797,119.376005,True
MSB:Para:38069,Siphonaptera,,,26 July 2016,2016.0,MSB:Mamm:293317,Microtus oeconomus,MSB:Mamm,Mammal,male,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38069,https://arctos.database.museum/guid/MSB:Mamm:293317,49.69738601,103.82495,True
MSB:Para:3807,Cestoda,,,"March 15, 1953",1953.0,MSB:Host:10102,Sorex obscurus labeled,MSB:Host,Host collection,male,,,,,,,https://arctos.database.museum/guid/MSB:Para:3807,https://arctos.database.museum/guid/MSB:Host:10102,,,False
MSB:Para:3807,Cestoda,,,"March 15, 1953",1953.0,UWBM:Mamm:87422,Sorex obscurus labeled,UWBM:Mamm,Mammal,male,,,,,,,https://arctos.database.museum/guid/MSB:Para:3807,https://arctos.database.museum/guid/UWBM:Mamm:87422,,,False
MSB:Para:38070,Siphonaptera,,,26 July 2016,2016.0,MSB:Mamm:293320,Myodes rufocanus cf.,MSB:Mamm,Mammal,female,,body surface,,,4,,https://arctos.database.museum/guid/MSB:Para:38070,https://arctos.database.museum/guid/MSB:Mamm:293320,49.69453599,103.825232,True
MSB:Para:38071,Diptera,,,27 Jyly 2016,2016.0,MSB:Mamm:293326,Microtus oeconomus,MSB:Mamm,Mammal,male,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38071,https://arctos.database.museum/guid/MSB:Mamm:293326,49.77687604,103.562827,True
MSB:Para:38072,Siphonaptera,,,27 Jyly 2016,2016.0,MSB:Mamm:293326,Microtus oeconomus,MSB:Mamm,Mammal,male,,body surface,,,2,,https://arctos.database.museum/guid/MSB:Para:38072,https://arctos.database.museum/guid/MSB:Mamm:293326,49.77687604,103.562827,True
MSB:Para:38073,Ixodida,,,27 Jyly 2016,2016.0,MSB:Mamm:293330,Microtus fortis,MSB:Mamm,Mammal,male,,body surface,,,6,,https://arctos.database.museum/guid/MSB:Para:38073,https://arctos.database.museum/guid/MSB:Mamm:293330,49.77612502,103.571045,True
MSB:Para:38074,Diptera,,,27 July 2016,2016.0,MSB:Mamm:293333,Microtus oeconomus,MSB:Mamm,Mammal,female,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38074,https://arctos.database.museum/guid/MSB:Mamm:293333,49.77612401,103.563601,True
MSB:Para:38075,Siphonaptera,,,7 May 2016,2016.0,MSB:Mamm:291788,Peromyscus maniculatus,MSB:Mamm,Mammal,male,,body surface,,,2,,https://arctos.database.museum/guid/MSB:Para:38075,https://arctos.database.museum/guid/MSB:Mamm:291788,35.81598398,-105.681082,True
MSB:Para:38076,Siphonaptera,,,15 August 2016,2016.0,MSB:Mamm:294220,Spermophilus dauricus,MSB:Mamm,Mammal,male,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38076,https://arctos.database.museum/guid/MSB:Mamm:294220,47.00181398,119.372527,True
MSB:Para:38077,Acari,,,15 August 2016,2016.0,MSB:Mamm:294219,Spermophilus dauricus,MSB:Mamm,Mammal,male,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38077,https://arctos.database.museum/guid/MSB:Mamm:294219,47.00368297,119.366062,True
MSB:Para:38078,Acari,,,16 August 2016,2016.0,MSB:Mamm:294283,Apodemus peninsulae,MSB:Mamm,Mammal,female,,body surface,,,2,,https://arctos.database.museum/guid/MSB:Para:38078,https://arctos.database.museum/guid/MSB:Mamm:294283,47.00530797,119.36745,True
MSB:Para:38079,Diptera,,,24-5-2015,2015.0,MSB:Mamm:262794,Pteronotus mesoamericanus,MSB:Mamm,Mammal,female,,body surface,,,6,,https://arctos.database.museum/guid/MSB:Para:38079,https://arctos.database.museum/guid/MSB:Mamm:262794,8.0167,-77.72946,True
MSB:Para:3808,Echinococcus,Echinococcus,,"Jan 2, 1952",1952.0,MSB:Host:4800,Alopex lagopus,MSB:Host,Host collection,female,,,,,,,https://arctos.database.museum/guid/MSB:Para:3808,https://arctos.database.museum/guid/MSB:Host:4800,63.77972,-171.74111,True
MSB:Para:38080,Diptera,,,24-5-2015,2015.0,MSB:Mamm:311688,Artibeus jamaicensis,MSB:Mamm,Mammal,male,,body surface,,,3,,https://arctos.database.museum/guid/MSB:Para:38080,https://arctos.database.museum/guid/MSB:Mamm:311688,8.0167,-77.72946,True
MSB:Para:38081,Diptera,,,24-5-2015,2015.0,MSB:Mamm:311706,Artibeus lituratus,MSB:Mamm,Mammal,male,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38081,https://arctos.database.museum/guid/MSB:Mamm:311706,8.0167,-77.72946,True
MSB:Para:38082,Acari,,,24-5-2015,2015.0,MSB:Mamm:311669,Uroderma bilobatum,MSB:Mamm,Mammal,male,,body surface,,,3,,https://arctos.database.museum/guid/MSB:Para:38082,https://arctos.database.museum/guid/MSB:Mamm:311669,8.0167,-77.72946,True
MSB:Para:38083,Acari,,,26 July 2016,2016.0,MSB:Mamm:293306,Microtus gregalis cf.,MSB:Mamm,Mammal,male,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38083,https://arctos.database.museum/guid/MSB:Mamm:293306,49.694696,103.82517,True
MSB:Para:38084,Acari,,,27 Jyly 2016,2016.0,MSB:Mamm:293330,Microtus fortis,MSB:Mamm,Mammal,male,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38084,https://arctos.database.museum/guid/MSB:Mamm:293330,49.77612502,103.571045,True
MSB:Para:38085,Acari,,,27 July 2016,2016.0,MSB:Mamm:293333,Microtus oeconomus,MSB:Mamm,Mammal,female,,body surface,,,4,,https://arctos.database.museum/guid/MSB:Para:38085,https://arctos.database.museum/guid/MSB:Mamm:293333,49.77612401,103.563601,True
MSB:Para:38086,Acari,,,27 Jyly 2016,2016.0,MSB:Mamm:293335,Myodes rufocanus,MSB:Mamm,Mammal,male,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38086,https://arctos.database.museum/guid/MSB:Mamm:293335,49.774569,103.567774,True
MSB:Para:38087,Acari,,,27 July 2016,2016.0,MSB:Mamm:293334,Microtus oeconomus,MSB:Mamm,Mammal,male,,body surface,,,5,,https://arctos.database.museum/guid/MSB:Para:38087,https://arctos.database.museum/guid/MSB:Mamm:293334,49.77623901,103.571459,True
MSB:Para:38088,Acari,,,16 August 2016,2016.0,MSB:Mamm:294318,Cricetulus barabensis,MSB:Mamm,Mammal,female,,body surface,,,4,,https://arctos.database.museum/guid/MSB:Para:38088,https://arctos.database.museum/guid/MSB:Mamm:294318,47.00380703,119.36923,True
MSB:Para:38089,Siphonaptera,,,16 August 2016,2016.0,MSB:Mamm:294320,Cricetulus barabensis,MSB:Mamm,Mammal,male,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38089,https://arctos.database.museum/guid/MSB:Mamm:294320,47.00841598,119.376925,True
MSB:Para:3809,Cestoda,,,"March 22, 1953",1953.0,MSB:Host:10103,Sorex obscurus,MSB:Host,Host collection,male,,,,,,,https://arctos.database.museum/guid/MSB:Para:3809,https://arctos.database.museum/guid/MSB:Host:10103,,,False
MSB:Para:3809,Cestoda,,,"March 22, 1953",1953.0,UWBM:Mamm:87578,Sorex obscurus,UWBM:Mamm,Mammal,male,,,,,,,https://arctos.database.museum/guid/MSB:Para:3809,https://arctos.database.museum/guid/UWBM:Mamm:87578,,,False
MSB:Para:38090,Acari,,,16 August 2016,2016.0,MSB:Mamm:294202,Apodemus agrarius,MSB:Mamm,Mammal,male,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38090,https://arctos.database.museum/guid/MSB:Mamm:294202,47.00212704,119.369166,True
MSB:Para:38091,Phthiraptera,,,16 August 2016,2016.0,MSB:Mamm:293928,Apodemus peninsulae,MSB:Mamm,Mammal,female,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38091,https://arctos.database.museum/guid/MSB:Mamm:293928,47.00275099,119.367983,True
MSB:Para:38092,Acari,,,16 August 2016,2016.0,MSB:Mamm:294328,Microtus fortis,MSB:Mamm,Mammal,male,,body surface,,,4,,https://arctos.database.museum/guid/MSB:Para:38092,https://arctos.database.museum/guid/MSB:Mamm:294328,47.00235402,119.380389,True
MSB:Para:38093,Acari,,,17 August 2016,2016.0,MSB:Mamm:294330,Cricetulus barabensis,MSB:Mamm,Mammal,female,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38093,https://arctos.database.museum/guid/MSB:Mamm:294330,46.991952,119.365491,True
MSB:Para:38094,Acari,,,17 August 2016,2016.0,MSB:Mamm:293905,Apodemus peninsulae,MSB:Mamm,Mammal,male,,body surface,,,8,,https://arctos.database.museum/guid/MSB:Para:38094,https://arctos.database.museum/guid/MSB:Mamm:293905,47.00924696,119.379294,True
MSB:Para:38095,Siphonaptera,,,17 August 2016,2016.0,MSB:Mamm:294330,Cricetulus barabensis,MSB:Mamm,Mammal,female,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38095,https://arctos.database.museum/guid/MSB:Mamm:294330,46.991952,119.365491,True
MSB:Para:38096,Acari,,,17 August 2016,2016.0,MSB:Mamm:293904,Microtus fortis,MSB:Mamm,Mammal,male,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38096,https://arctos.database.museum/guid/MSB:Mamm:293904,46.99488499,119.365665,True
MSB:Para:38097,Siphonaptera,,,17 August 2016,2016.0,MSB:Mamm:293909,Apodemus agrarius,MSB:Mamm,Mammal,female,,body surface,,,3,,https://arctos.database.museum/guid/MSB:Para:38097,https://arctos.database.museum/guid/MSB:Mamm:293909,46.99132,119.36623,True
MSB:Para:38098,Acari,,,17 August 2016,2016.0,MSB:Mamm:293909,Apodemus agrarius,MSB:Mamm,Mammal,female,,body surface,,,4,,https://arctos.database.museum/guid/MSB:Para:38098,https://arctos.database.museum/guid/MSB:Mamm:293909,46.99132,119.36623,True
MSB:Para:38099,Acari,,,17 August 2016,2016.0,MSB:Mamm:293910,Microtus,MSB:Mamm,Mammal,female,,body surface,,,2,,https://arctos.database.museum/guid/MSB:Para:38099,https://arctos.database.museum/guid/MSB:Mamm:293910,46.996339,119.37393,True
MSB:Para:381,Trichinella,Trichinella,,09-May-51,,MSB:Host:227,,MSB:Host,Host collection,,,,,,,,https://arctos.database.museum/guid/MSB:Para:381,https://arctos.database.museum/guid/MSB:Host:227,,,False
MSB:Para:3810,Ascarididae,,,not recorded,,MSB:Host:10672,Felix lynx canadensis,MSB:Host,Host collection,female,,,,,,,https://arctos.database.museum/guid/MSB:Para:3810,https://arctos.database.museum/guid/MSB:Host:10672,,,False
MSB:Para:38100,Acari,,,16 August 2016,2016.0,MSB:Mamm:294317,Apodemus agrarius,MSB:Mamm,Mammal,female,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38100,https://arctos.database.museum/guid/MSB:Mamm:294317,47.00538601,119.367361,True
MSB:Para:38101,Siphonaptera,,,16 August 2016,2016.0,MSB:Mamm:294328,Microtus fortis,MSB:Mamm,Mammal,male,,body surface,,,4,,https://arctos.database.museum/guid/MSB:Para:38101,https://arctos.database.museum/guid/MSB:Mamm:294328,47.00235402,119.380389,True
MSB:Para:38102,Siphonaptera,,,16 August 2016,2016.0,MSB:Mamm:293928,Apodemus peninsulae,MSB:Mamm,Mammal,fenale,,body surface,,,8,,https://arctos.database.museum/guid/MSB:Para:38102,https://arctos.database.museum/guid/MSB:Mamm:293928,47.00275099,119.367983,True
MSB:Para:38103,Siphonaptera,,,27 Jyly 2016,2016.0,MSB:Mamm:293472,Tamias sibiricus,MSB:Mamm,Mammal,male,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38103,https://arctos.database.museum/guid/MSB:Mamm:293472,49.78070397,103.56873,True
MSB:Para:38104,Ixodida,,,27 Jyly 2016,2016.0,MSB:Mamm:293472,Tamias sibiricus,MSB:Mamm,Mammal,male,,body surface,larva,,4,,https://arctos.database.museum/guid/MSB:Para:38104,https://arctos.database.museum/guid/MSB:Mamm:293472,49.78070397,103.56873,True
MSB:Para:38105,Siphonaptera,,,28 July 2016,2016.0,MSB:Mamm:293477,Ochotona dauurica,MSB:Mamm,Mammal,male,,body surface,,,2,,https://arctos.database.museum/guid/MSB:Para:38105,https://arctos.database.museum/guid/MSB:Mamm:293477,49.77711299,103.269503,True
MSB:Para:38106,Ixodida,,,28 July 2016,2016.0,MSB:Mamm:293477,Ochotona dauurica,MSB:Mamm,Mammal,male,,body surface,,,40,,https://arctos.database.museum/guid/MSB:Para:38106,https://arctos.database.museum/guid/MSB:Mamm:293477,49.77711299,103.269503,True
MSB:Para:38107,Ixodida,,,27 Jyly 2016,2016.0,MSB:Mamm:293465,Microtus oeconomus,MSB:Mamm,Mammal,female,,body surface,larva,,1,,https://arctos.database.museum/guid/MSB:Para:38107,https://arctos.database.museum/guid/MSB:Mamm:293465,49.77876398,103.568833,True
MSB:Para:38108,Ixodida,,,27 Jyly 2016,2016.0,MSB:Mamm:293342,Myodes rufocanus,MSB:Mamm,Mammal,female,,body surface,larva,,2,,https://arctos.database.museum/guid/MSB:Para:38108,https://arctos.database.museum/guid/MSB:Mamm:293342,49.77896003,103.568799,True
MSB:Para:38109,Siphonaptera,,,28 July 2016,2016.0,MSB:Mamm:293477,Ochotona dauurica,MSB:Mamm,Mammal,male,,body surface,,,2,,https://arctos.database.museum/guid/MSB:Para:38109,https://arctos.database.museum/guid/MSB:Mamm:293477,49.77711299,103.269503,True
MSB:Para:3811,Ascarididae,,,"March 25, 1953",1953.0,MSB:Host:4801,Sorex cinereus,MSB:Host,Host collection,male,,,larva,,,,https://arctos.database.museum/guid/MSB:Para:3811,https://arctos.database.museum/guid/MSB:Host:4801,,,False
MSB:Para:3811,Ascarididae,,,"March 25, 1953",1953.0,UWBM:Mamm:87643,Sorex cinereus,UWBM:Mamm,Mammal,male,,,larva,,,,https://arctos.database.museum/guid/MSB:Para:3811,https://arctos.database.museum/guid/UWBM:Mamm:87643,,,False
MSB:Para:38110,Siphonaptera,,,28 July 2016,2016.0,MSB:Mamm:293481,Ochotona dauurica,MSB:Mamm,Mammal,female,,body surface,,,4,,https://arctos.database.museum/guid/MSB:Para:38110,https://arctos.database.museum/guid/MSB:Mamm:293481,49.77746001,103.267762,True
MSB:Para:38111,Ixodida,,,28 July 2016,2016.0,MSB:Mamm:293478,Ochotona dauurica,MSB:Mamm,Mammal,female,,body surface,,,8,,https://arctos.database.museum/guid/MSB:Para:38111,https://arctos.database.museum/guid/MSB:Mamm:293478,49.777372,103.268907,True
MSB:Para:38112,Siphonaptera,,,28 July 2016,2016.0,MSB:Mamm:293488,Cricetulus barabensis,MSB:Mamm,Mammal,female,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38112,https://arctos.database.museum/guid/MSB:Mamm:293488,49.777718,103.271274,True
MSB:Para:38113,Siphonaptera,,,28 July 2016,2016.0,MSB:Mamm:293496,Urocitellus undulatus,MSB:Mamm,Mammal,female,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38113,https://arctos.database.museum/guid/MSB:Mamm:293496,49.79369,102.80073,True
MSB:Para:38114,Siphonaptera,,,8 May 2016,2016.0,MSB:Mamm:291803,Sorex monticolus,MSB:Mamm,Mammal,male,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38114,https://arctos.database.museum/guid/MSB:Mamm:291803,35.81673902,-105.682022,True
MSB:Para:38115,Siphonaptera,,,26 July 2016,2016.0,MSB:Mamm:293308,Myodes rufocanus,MSB:Mamm,Mammal,male,,body surface,,,4,,https://arctos.database.museum/guid/MSB:Para:38115,https://arctos.database.museum/guid/MSB:Mamm:293308,49.69526304,103.828099,True
MSB:Para:38116,Siphonaptera,,,26 July 2016,2016.0,MSB:Mamm:293309,Microtus gregalis,MSB:Mamm,Mammal,male,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38116,https://arctos.database.museum/guid/MSB:Mamm:293309,49.69454002,103.825233,True
MSB:Para:38117,Siphonaptera,,,29 July 2016,2016.0,MSB:Mamm:293510,Cricetulus barabensis,MSB:Mamm,Mammal,male,,body surface,,,4,,https://arctos.database.museum/guid/MSB:Para:38117,https://arctos.database.museum/guid/MSB:Mamm:293510,49.77783099,103.266899,True
MSB:Para:38118,Siphonaptera,,,29 July 2016,2016.0,MSB:Mamm:293521,Myodes rufocanus,MSB:Mamm,Mammal,male,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38118,https://arctos.database.museum/guid/MSB:Mamm:293521,49.78141199,103.272739,True
MSB:Para:38119,Siphonaptera,,,29 July 2016,2016.0,MSB:Mamm:293522,Apodemus peninsulae,MSB:Mamm,Mammal,male,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38119,https://arctos.database.museum/guid/MSB:Mamm:293522,49.77022701,103.270298,True
MSB:Para:3812,Capillaria,Capillaria,,"March 25, 1953",1953.0,MSB:Host:4801,Sorex cinereus,MSB:Host,Host collection,male,,,,,,,https://arctos.database.museum/guid/MSB:Para:3812,https://arctos.database.museum/guid/MSB:Host:4801,,,False
MSB:Para:3812,Capillaria,Capillaria,,"March 25, 1953",1953.0,UWBM:Mamm:87643,Sorex cinereus,UWBM:Mamm,Mammal,male,,,,,,,https://arctos.database.museum/guid/MSB:Para:3812,https://arctos.database.museum/guid/UWBM:Mamm:87643,,,False
MSB:Para:38120,Siphonaptera,,,5 August 2016,2016.0,MSB:Mamm:293448,Microtus maximowiczii cf.,MSB:Mamm,Mammal,male,,body surface,,,5,,https://arctos.database.museum/guid/MSB:Para:38120,https://arctos.database.museum/guid/MSB:Mamm:293448,48.69961599,110.31139,True
MSB:Para:38121,Siphonaptera,,,6 August 2016,2016.0,MSB:Mamm:293543,Microtus maximowiczii,MSB:Mamm,Mammal,female,,body surface,,,2,,https://arctos.database.museum/guid/MSB:Para:38121,https://arctos.database.museum/guid/MSB:Mamm:293543,48.70005202,110.310292,True
MSB:Para:38122,Phthiraptera,,,5 August 2016,2016.0,MSB:Mamm:293594,Microtus maximowiczii cf.,MSB:Mamm,Mammal,male,,body surface,,,2,,https://arctos.database.museum/guid/MSB:Para:38122,https://arctos.database.museum/guid/MSB:Mamm:293594,48.700913,110.309473,True
MSB:Para:38123,Phthiraptera,,,6 August 2016,2016.0,MSB:Mamm:293546,Microtus mongolicus,MSB:Mamm,Mammal,female,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38123,https://arctos.database.museum/guid/MSB:Mamm:293546,48.70095802,110.312355,True
MSB:Para:38124,Ixodida,,,6 August 2016,2016.0,MSB:Mamm:293552,Apodemus peninsulae,MSB:Mamm,Mammal,female,,body surface,,,2,,https://arctos.database.museum/guid/MSB:Para:38124,https://arctos.database.museum/guid/MSB:Mamm:293552,48.69013396,110.291657,True
MSB:Para:38125,Siphonaptera,,,6 August 2016,2016.0,MSB:Mamm:293552,Apodemus peninsulae,MSB:Mamm,Mammal,female,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38125,https://arctos.database.museum/guid/MSB:Mamm:293552,48.69013396,110.291657,True
MSB:Para:38126,Siphonaptera,,,6 August 2016,2016.0,MSB:Mamm:293556,Microtus mongolicus,MSB:Mamm,Mammal,female,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38126,https://arctos.database.museum/guid/MSB:Mamm:293556,48.70104502,110.309523,True
MSB:Para:38127,Siphonaptera,,,15 August 2016,2016.0,MSB:Mamm:294246,Apodemus peninsulae,MSB:Mamm,Mammal,male,,body surface,,,2,,https://arctos.database.museum/guid/MSB:Para:38127,https://arctos.database.museum/guid/MSB:Mamm:294246,47.00523899,119.375465,True
MSB:Para:38128,Siphonaptera,,,27 Jyly 2016,2016.0,MSB:Mamm:293337,Apodemus peninsulae,MSB:Mamm,Mammal,female,,body surface,,,5,,https://arctos.database.museum/guid/MSB:Para:38128,https://arctos.database.museum/guid/MSB:Mamm:293337,49.77495097,103.567654,True
MSB:Para:38129,Siphonaptera,,,24-5-2015,2015.0,MSB:Mamm:311637,Proechimys semispinosus,MSB:Mamm,Mammal,female,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38129,https://arctos.database.museum/guid/MSB:Mamm:311637,8.0167,-77.72946,True
MSB:Para:3813,Ascarididae,,,"March 25, 1953",1953.0,MSB:Host:10104,Sorex obscurus,MSB:Host,Host collection,female,,,larva,,,,https://arctos.database.museum/guid/MSB:Para:3813,https://arctos.database.museum/guid/MSB:Host:10104,,,False
MSB:Para:3813,Ascarididae,,,"March 25, 1953",1953.0,UWBM:Mamm:87346,Sorex obscurus,UWBM:Mamm,Mammal,female,,,larva,,,,https://arctos.database.museum/guid/MSB:Para:3813,https://arctos.database.museum/guid/UWBM:Mamm:87346,,,False
MSB:Para:38130,Phthiraptera,,,27 Jyly 2016,2016.0,MSB:Mamm:293336,Myodes rufocanus,MSB:Mamm,Mammal,male,,body surface,,,3,,https://arctos.database.museum/guid/MSB:Para:38130,https://arctos.database.museum/guid/MSB:Mamm:293336,49.77614497,103.571275,True
MSB:Para:38131,Siphonaptera,,,15 August 2016,2016.0,MSB:Mamm:293890,Apodemus peninsulae,MSB:Mamm,Mammal,male,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38131,https://arctos.database.museum/guid/MSB:Mamm:293890,47.005773,119.373971,True
MSB:Para:38132,Siphonaptera,,,24-5-2015,2015.0,MSB:Mamm:311635,Proechimys semispinosus,MSB:Mamm,Mammal,female,,body surface,,,4,,https://arctos.database.museum/guid/MSB:Para:38132,https://arctos.database.museum/guid/MSB:Mamm:311635,8.0167,-77.72946,True
MSB:Para:38133,Diptera,,,24-5-2015,2015.0,MSB:Mamm:311737,Carollia brevicauda,MSB:Mamm,Mammal,female,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38133,https://arctos.database.museum/guid/MSB:Mamm:311737,8.0167,-77.72946,True
MSB:Para:38134,Acari,,,24-5-2015,2015.0,MSB:Mamm:311659,Uroderma bilobatum,MSB:Mamm,Mammal,male,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38134,https://arctos.database.museum/guid/MSB:Mamm:311659,8.0167,-77.72946,True
MSB:Para:38135,Siphonaptera,,,7 May 2016,2016.0,MSB:Mamm:291787,Peromyscus maniculatus,MSB:Mamm,Mammal,male,,body surface,,,6,,https://arctos.database.museum/guid/MSB:Para:38135,https://arctos.database.museum/guid/MSB:Mamm:291787,35.81597803,-105.681187,True
MSB:Para:38136,Siphonaptera,,,7 May 2016,2016.0,MSB:Mamm:291798,Microtus longicaudus,MSB:Mamm,Mammal,male,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38136,https://arctos.database.museum/guid/MSB:Mamm:291798,35.81675101,-105.682055,True
MSB:Para:38137,Siphonaptera,,,23 July 2016,2016.0,MSB:Mamm:293346,Apodemus peninsulae,MSB:Mamm,Mammal,male,,body surface,larva,,3,,https://arctos.database.museum/guid/MSB:Para:38137,https://arctos.database.museum/guid/MSB:Mamm:293346,49.14987599,104.071309,True
MSB:Para:38138,Ixodida,,,7 May 2016,2016.0,MSB:Mamm:291797,Peromyscus maniculatus,MSB:Mamm,Mammal,male,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38138,https://arctos.database.museum/guid/MSB:Mamm:291797,35.81658002,-105.681825,True
MSB:Para:38139,Phthiraptera,,,15 August 2016,2016.0,MSB:Mamm:294128,Microtus,MSB:Mamm,Mammal,male,,body surface,,,3,,https://arctos.database.museum/guid/MSB:Para:38139,https://arctos.database.museum/guid/MSB:Mamm:294128,46.99897301,119.372644,True
MSB:Para:3814,Cestoda,,,"March 26, 1953",1953.0,MSB:Host:10105,Sorex obscurus,MSB:Host,Host collection,male,,,,,,,https://arctos.database.museum/guid/MSB:Para:3814,https://arctos.database.museum/guid/MSB:Host:10105,,,False
MSB:Para:38140,Siphonaptera,,,15 August 2016,2016.0,MSB:Mamm:294130,Apodemus agrarius,MSB:Mamm,Mammal,male,,body surface,,,3,,https://arctos.database.museum/guid/MSB:Para:38140,https://arctos.database.museum/guid/MSB:Mamm:294130,47.00231999,119.374619,True
MSB:Para:38141,Siphonaptera,,,26 July 2016,2016.0,MSB:Mamm:293322,Tamias sibiricus,MSB:Mamm,Mammal,male,,body surface,,,7,,https://arctos.database.museum/guid/MSB:Para:38141,https://arctos.database.museum/guid/MSB:Mamm:293322,49.69419502,103.825525,True
MSB:Para:38142,Siphonaptera,,,26 July 2016,2016.0,MSB:Mamm:293321,Microtus oeconomus,MSB:Mamm,Mammal,male,,body surface,,,1,,https://arctos.database.museum/guid/MSB:Para:38142,https://arctos.database.museum/guid/MSB:Mamm:293321,49.69613601,103.824123,True
MSB:Para:38143,Siphonaptera,,,27 July 2016,2016.0,MSB:Mamm:293328,Apodemus peninsulae,MSB:Mamm,Mammal,male,,body surface,,,2,,https://arctos.database.museum/guid/MSB:Para:38143,https://arctos.database.museum/guid/MSB:Mamm:293328,49.77474201,103.568623,True
