host_guid,host_species,host_genus,part_name,part_id,part_remark,preservation,condition,part_count,parsed_flea_count,parsed_mite_count,parsed_tick_count,parsed_louse_count,parsed_nematode_count,parsed_cestode_count,parsed_trematode_count
KSB:Mamm:2,Sigmodon hispidus,Sigmodon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:2/PID31956750,lice,ethanol 95%,good,3,,,,,,,
KSB:Mamm:2,Sigmodon hispidus,Sigmodon,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:2/PID31956751,nematode,ethanol 95%,good,1,,,,,,,
KSB:Mamm:11,Neotoma floridana,Neotoma,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:11/PID32366905,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:28,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:28/PID32367005,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:29,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:29/PID32367013,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:30,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:30/PID32367021,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:32,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:32/PID32367036,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:33,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:33/PID32367044,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:39,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:39/PID32367079,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:39,Peromyscus leucopus,Peromyscus,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:39/PID32367080,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:40,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:40/PID32367088,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:41,Didelphis virginiana,Didelphis,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:41/PID32367096,,ethanol 80%,good,1,,,,,,,
KSB:Mamm:42,Didelphis virginiana,Didelphis,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:42/PID32367104,ticks,ethanol 95%,good,1,,,,,,,
KSB:Mamm:55,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:55/PID32367192,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:57,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:57/PID32367207,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:58,Peromyscus leucopus,Peromyscus,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:58/PID32367213,,ethanol 95%,very good,1,,,,,,,
KSB:Mamm:70,Sigmodon hispidus,Sigmodon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:70/PID32367289,,ethanol 95%,very good,1,,,,,,,
KSB:Mamm:72,Peromyscus leucopus,Peromyscus,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:72/PID32367302,,ethanol 95%,excellent,1,,,,,,,
KSB:Mamm:73,Neotoma floridana,Neotoma,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:73/PID32367310,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:74,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:74/PID32367318,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:75,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:75/PID32367326,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:76,Neotoma floridana,Neotoma,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:76/PID32367334,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:78,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:78/PID32367347,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:92,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:92/PID32367426,,ethanol 95%,good,1,,,,,,,
KSB:Mamm:93,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:93/PID32367434,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:99,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:99/PID32367469,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:99,Peromyscus leucopus,Peromyscus,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:99/PID32367470,,ethanol 95%,ecellent,1,,,,,,,
KSB:Mamm:101,Sigmodon hispidus,Sigmodon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:101/PID32367483,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:107,Sigmodon hispidus,Sigmodon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:107/PID32367517,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:110,Chaetodipus hispidus,Chaetodipus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:110/PID32367534,,ethanol 95%,good,1,,,,,,,
KSB:Mamm:127,Sigmodon hispidus,Sigmodon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:127/PID32367624,,ethanol 95%,good,1,,,,,,,
KSB:Mamm:131,Sigmodon hispidus,Sigmodon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:131/PID32367647,,ethanol 95%,good,1,,,,,,,
KSB:Mamm:133,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:133/PID32367662,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:135,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:135/PID32367677,,ethanol 80%,good,1,,,,,,,
KSB:Mamm:137,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:137/PID32367692,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:137,Peromyscus leucopus,Peromyscus,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:137/PID32367693,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:140,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:140/PID32367713,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:146,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:146/PID32367753,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:148,,Peromyscus,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:148/PID32367768,,ethanol 95%,excellent,1,,,,,,,
KSB:Mamm:149,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:149/PID32367776,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:176,Sigmodon hispidus,Sigmodon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:176/PID32367941,,ethanol 95%,good,1,,,,,,,
KSB:Mamm:182,Neotoma floridana,Neotoma,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:182/PID32367979,,ethanol 80%,good,1,,,,,,,
KSB:Mamm:221,Sigmodon hispidus,Sigmodon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:221/PID32368160,,ethanol 95%,fair,1,,,,,,,
KSB:Mamm:234,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:234/PID32368209,botfly,ethanol 95%,good,1,,,,,,,
KSB:Mamm:238,Sigmodon hispidus,Sigmodon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:238/PID32368229,,ethanol 80%,fair,2,,,,,,,
KSB:Mamm:241,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:241/PID32368241,,ethanol 80%,excellent,3,,,,,,,
KSB:Mamm:245,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:245/PID32368268,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:246,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:246/PID32368276,,ethanol 80%,excellent,2,,,,,,,
KSB:Mamm:251,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:251/PID32368304,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:284,Neotoma floridana,Neotoma,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:284/PID32368462,botfly found in chest,ethanol 95%,very good,1,,,,,,,
KSB:Mamm:284,Neotoma floridana,Neotoma,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:284/PID32368463,botfly found in chest,ethanol 95%,very good,1,,,,,,,
KSB:Mamm:289,Peromyscus leucopus,Peromyscus,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:289/PID32368479,verbatim location: cecum,ethanol 95%,excellent,2,,,,,,,
KSB:Mamm:291,Blarina carolinensis,Blarina,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:291/PID32368489,,ethanol 80%,good,1,,,,,,,
KSB:Mamm:329,Blarina carolinensis,Blarina,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:329/PID32368614,,ethanol 80%,good,1,,,,,,,
KSB:Mamm:369,Peromyscus maniculatus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:369/PID32368756,,ethanol 95%,good,1,,,,,,,
KSB:Mamm:443,Blarina carolinensis,Blarina,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:443/PID32369053,,ethanol 80%,fair,1,,,,,,,
KSB:Mamm:445,Blarina carolinensis,Blarina,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:445/PID32369063,,ethanol 80%,good,1,,,,,,,
KSB:Mamm:461,Blarina carolinensis,Blarina,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:461/PID32369151,,ethanol 80%,good,1,,,,,,,
KSB:Mamm:481,Blarina carolinensis,Blarina,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:481/PID32369214,,ethanol 80%,good,1,,,,,,,
KSB:Mamm:673,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:673/PID32369710,,ethanol 95%,good,1,,,,,,,
KSB:Mamm:673,Peromyscus leucopus,Peromyscus,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:673/PID32369711,,ethanol 95%,good,1,,,,,,,
KSB:Mamm:677,Peromyscus maniculatus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:677/PID32369740,1 botfly,ethanol 95%,good,1,,,,,,,
KSB:Mamm:678,Sigmodon hispidus,Sigmodon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:678/PID32369748,1 tick,ethanol 95%,good,1,,,1.0,,,,
KSB:Mamm:679,Sigmodon hispidus,Sigmodon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:679/PID32369765,ticks,ethanol 90%,good,1,,,,,,,
KSB:Mamm:680,Sigmodon hispidus,Sigmodon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:680/PID32369774,5 mites,ethanol 95%,good,5,,5.0,,,,,
KSB:Mamm:698,Sigmodon hispidus,Sigmodon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:698/PID32369903,2 ticks,ethanol 95%,good,1,,,2.0,,,,
KSB:Mamm:699,Sigmodon hispidus,Sigmodon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:699/PID32369911,ticks,ethanol 90%,good,1,,,,,,,
KSB:Mamm:700,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:700/PID32369919,2 botflies,ethanol 95%,good,1,,,,,,,
KSB:Mamm:706,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:706/PID32369948,Mangey,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:707,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:707/PID32369954,,ethanol 80%,excellent,4,,,,,,,
KSB:Mamm:709,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:709/PID32369965,,ethanol 80%,excellent,9,,,,,,,
KSB:Mamm:710,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:710/PID32369971,,ethanol 80%,excellent,2,,,,,,,
KSB:Mamm:713,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:713/PID32369989,,ethanol 95%,excellent,3,,,,,,,
KSB:Mamm:716,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:716/PID32370001,,ethanol 95%,excellent,1,,,,,,,
KSB:Mamm:717,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:717/PID32370009,,ethanol 95%,excellent,5,,,,,,,
KSB:Mamm:718,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:718/PID32370017,,ethanol 95%,excellent,1,,,,,,,
KSB:Mamm:718,Peromyscus leucopus,Peromyscus,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:718/PID32370018,located in cecum,ethanol 95%,excellent,1,,,,,,,
KSB:Mamm:719,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:719/PID32370026,,ethanol 95%,excellent,5,,,,,,,
KSB:Mamm:720,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:720/PID32370034,,ethanol 80%,excellent,4,,,,,,,
KSB:Mamm:721,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:721/PID32370042,,ethanol 80%,excellent,10,,,,,,,
KSB:Mamm:722,Peromyscus maniculatus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:722/PID32370050,mange on tail,ethanol 80%,excellent,4,,,,,,,
KSB:Mamm:724,Peromyscus leucopus,Peromyscus,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:724/PID32370063,found in cecum,ethanol 95%,excellent,1,,,,,,,
KSB:Mamm:725,Sylvilagus floridanus,Sylvilagus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:725/PID32370071,,ethanol 95%,good,10,,,,,,,
KSB:Mamm:726,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:726/PID32370079,,ethanol 95%,excellent,20,,,,,,,
KSB:Mamm:728,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:728/PID32370094,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:729,Neotoma floridana,Neotoma,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:729/PID32370102,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:730,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:730/PID32370110,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:731,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:731/PID32370118,lots,ethanol 80%,excellent,2,,,,,,,
KSB:Mamm:733,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:733/PID32370126,,ethanol 80%,excellent,4,,,,,,,
KSB:Mamm:734,Neotoma floridana,Neotoma,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:734/PID32370134,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:735,Sigmodon hispidus,Sigmodon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:735/PID32370142,,ethanol 80%,fair,4,,,,,,,
KSB:Mamm:737,Blarina carolinensis,Blarina,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:737/PID32370157,,ethanol 80%,good,1,,,,,,,
KSB:Mamm:741,Blarina carolinensis,Blarina,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:741/PID32370184,,ethanol 80%,good,1,,,,,,,
KSB:Mamm:749,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:749/PID32370235,,ethanol 80%,excellent,4,,,,,,,
KSB:Mamm:754,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:754/PID32370267,,ethanol 80%,excellent,2,,,,,,,
KSB:Mamm:755,Neotoma floridana,Neotoma,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:755/PID32370275,,ethanol 95%,excellent,1,,,,,,,
KSB:Mamm:756,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:756/PID32370283,mangy,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:757,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:757/PID32370289,,ethanol 80%,excellent,5,,,,,,,
KSB:Mamm:759,Peromyscus maniculatus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:759/PID32370302,,ethanol 80%,excellent,2,,,,,,,
KSB:Mamm:760,Peromyscus maniculatus,Peromyscus,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:760/PID32370310,,ethanol 95%,excellent,1,,,,,,,
KSB:Mamm:762,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:762/PID32370321,,ethanol 80%,excellent,3,,,,,,,
KSB:Mamm:769,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:769/PID32370363,,ethanol 80%,excellent,3,,,,,,,
KSB:Mamm:769,Peromyscus leucopus,Peromyscus,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:769/PID32370364,located in liver,ethanol 95%,excellent,1,,,,,,,
KSB:Mamm:778,Neotoma floridana,Neotoma,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:778/PID32370412,,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:785,Microtus ochrogaster,Microtus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:785/PID32370444,tick found in ear,ethanol 95%,very good,1,,,,,,,
KSB:Mamm:789,Sigmodon hispidus,Sigmodon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:789/PID32370463,,ethanol 80%,excellent,5,,,,,,,
KSB:Mamm:794,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:794/PID32370490,,ethanol 80%,excelllent,1,,,,,,,
KSB:Mamm:801,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:801/PID32370527,,ethanol 80%,excellent,7,,,,,,,
KSB:Mamm:802,Peromyscus leucopus,Peromyscus,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:802/PID32370535,egg found in muscle,ethanol 80%,excellent,1,,,,,,,
KSB:Mamm:803,Neotoma floridana,Neotoma,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:803/PID32370541,botfly,ethanol 95%,very good,1,,,,,,,
KSB:Mamm:803,Neotoma floridana,Neotoma,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:803/PID32370542,botfly,ethanol 95%,very good,1,,,,,,,
KSB:Mamm:805,Neotoma floridana,Neotoma,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:805/PID32370555,botfly found in chest,ethanol 95%,very good,1,,,,,,,
KSB:Mamm:805,Neotoma floridana,Neotoma,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:805/PID32370556,botfly found in chest,ethanol 95%,very good,1,,,,,,,
KSB:Mamm:805,Neotoma floridana,Neotoma,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:805/PID32370557,botfly found in chest,ethanol 95%,very good,1,,,,,,,
KSB:Mamm:808,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:808/PID32370575,,ethanol 95%,excellent,5,,,,,,,
KSB:Mamm:810,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:810/PID32370590,,ethanol 95%,excellent,5,,,,,,,
KSB:Mamm:810,Peromyscus leucopus,Peromyscus,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:810/PID32370591,"verbatim location: SI, cecum",ethanol 95%,excellent,2,,,,,,,
KSB:Mamm:811,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:811/PID32370597,,ethanol 80%,excellent,3,,,,,,,
KSB:Mamm:824,Didelphis virginiana,Didelphis,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:824/PID32370666,,ethanol 80%,excellent,2,,,,,,,
KSB:Mamm:825,Procyon lotor,Procyon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:825/PID32370674,,ethanol 80%,excellent,3,,,,,,,
KSB:Mamm:825,Procyon lotor,Procyon,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:825/PID32370675,subcutaneous,ethanol 95%,excellent,3,,,,,,,
KSB:Mamm:845,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:845/PID32370801,located on neck/head,ethanol 95%,fair,10,,,,,,,
KSB:Mamm:853,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:853/PID32370851,botfly,ethanol 90%,poor,1,,,,,,,
KSB:Mamm:876,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:876/PID32370949,located everywhere and possible mange,ethanol 80%,good,27,,,,,,,
KSB:Mamm:892,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:892/PID32371031,,ethanol 80%,excellent,4,,,,,,,
KSB:Mamm:895,Peromyscus leucopus,Peromyscus,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:895/PID32371048,located in small intestine,ethanol 95%,excellent,1,,,,,,,
KSB:Mamm:896,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:896/PID32371056,,ethanol 80%,excelllent,7,,,,,,,
KSB:Mamm:897,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:897/PID32371064,,ethanol 80%,excellent,2,,,,,,,
KSB:Mamm:898,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:898/PID32371072,,ethanol 80%,excelllent,1,,,,,,,
KSB:Mamm:954,Blarina carolinensis,Blarina,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:954/PID32371242,,ethanol 80%,good,1,,,,,,,
KSB:Mamm:959,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:959/PID32371271,,ethanol 80%,excellent,4,,,,,,,
KSB:Mamm:970,Blarina carolinensis,Blarina,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:970/PID32375086,,ethanol 80%,good,1,,,,,,,
KSB:Mamm:972,Blarina carolinensis,Blarina,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:972/PID32375101,,ethanol 80%,good,1,,,,,,,
KSB:Mamm:974,Blarina brevicauda,Blarina,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:974/PID32375111,,ethanol 80%,good,1,,,,,,,
KSB:Mamm:974,Blarina brevicauda,Blarina,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:974/PID32375112,,ethanol 80%,good,1,,,,,,,
KSB:Mamm:976,Sigmodon hispidus,Sigmodon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:976/PID32375127,,ethanol 80%,good,1,,,,,,,
KSB:Mamm:976,Sigmodon hispidus,Sigmodon,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:976/PID32375128,,ethanol 95%,good,1,,,,,,,
KSB:Mamm:977,Sigmodon hispidus,Sigmodon,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:977/PID32375136,flea and mite,ethanol 95%,good,1,,,,,,,
KSB:Mamm:978,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:978/PID32375144,fleas and mites,ethanol 95%,good,1,,,,,,,
KSB:Mamm:978,Peromyscus leucopus,Peromyscus,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:978/PID32375145,nematode located in small intestine,ethanol 95%,good,1,,,,,,,
KSB:Mamm:979,Peromyscus maniculatus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:979/PID32375153,fleas and mites,ethanol 95%,good,1,,,,,,,
KSB:Mamm:980,Microtus ochrogaster,Microtus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:980/PID32375161,,ethanol 95%,good,1,,,,,,,
KSB:Mamm:981,Microtus ochrogaster,Microtus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:981/PID32375169,fleas and mites,ethanol 95%,good,1,,,,,,,
KSB:Mamm:982,Peromyscus maniculatus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:982/PID32375177,,ethanol 95%,good,1,,,,,,,
KSB:Mamm:984,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:984/PID32375190,fleas and mites,ethanol 95%,good,1,,,,,,,
KSB:Mamm:985,Reithrodontomys megalotis,Reithrodontomys,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:985/PID32375198,flea,ethanol 95%,good,1,,,,,,,
KSB:Mamm:986,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:986/PID32375206,fleas and mite,ethanol 95%,good,1,,,,,,,
KSB:Mamm:987,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:987/PID32375214,fleas,ethanol 95%,good,1,,,,,,,
KSB:Mamm:988,,Microtus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:988/PID32375222,fleas and mites,ethanol 95%,good,1,,,,,,,
KSB:Mamm:989,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:989/PID32375230,flea,ethanol 95%,good,1,,,,,,,
KSB:Mamm:990,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:990/PID32375238,fleas,ethanol 95%,good,1,,,,,,,
KSB:Mamm:991,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:991/PID32375246,fleas,ethanol 95%,good,1,,,,,,,
KSB:Mamm:992,Microtus ochrogaster,Microtus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:992/PID32375254,"unknown amount of fleas, mites, and lice",ethanol 95%,good,1,,,,,,,
KSB:Mamm:992,Microtus ochrogaster,Microtus,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:992/PID32375255,2 cestodes located in liver,ethanol 95%,good,1,,,,,,2.0,
KSB:Mamm:992,Microtus ochrogaster,Microtus,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:992/PID32375256,1 cestode located in small intestine,ethanol 95%,good,1,,,,,,1.0,
