host_guid,host_species,host_genus,part_name,part_id,part_remark,preservation,condition,part_count,parsed_flea_count,parsed_mite_count,parsed_tick_count,parsed_louse_count,parsed_nematode_count,parsed_cestode_count,parsed_trematode_count
KSB:Mamm:5652,Sorex cinereus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5652/PID33702688,,,unknown,1,,,,,,,
KSB:Mamm:5657,Sorex arcticus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5657/PID33702690,,,unknown,1,,,,,,,
KSB:Mamm:5658,Sorex arcticus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5658/PID33702691,,,unknown,1,,,,,,,
KSB:Mamm:5718,Sorex arcticus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5718/PID33702598,,,unknown,1,,,,,,,
KSB:Mamm:5719,Sorex arcticus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5719/PID33702600,,,unknown,1,,,,,,,
KSB:Mamm:5720,Sorex arcticus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5720/PID33702601,,,unknown,1,,,,,,,
KSB:Mamm:5727,Sorex arcticus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5727/PID33702697,,,unknown,1,,,,,,,
KSB:Mamm:5765,Sorex hoyi,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5765/PID33702602,,,unknown,1,,,,,,,
KSB:Mamm:5766,Sorex cinereus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5766/PID33702603,,,unknown,1,,,,,,,
KSB:Mamm:5768,Sorex cinereus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5768/PID33702604,,,unknown,1,,,,,,,
KSB:Mamm:5769,Sorex cinereus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5769/PID33702696,,,unknown,1,,,,,,,
KSB:Mamm:5770,Sorex hoyi,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5770/PID33702698,,,unknown,1,,,,,,,
KSB:Mamm:5771,Blarina brevicauda,Blarina,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5771/PID33702699,,,unknown,1,,,,,,,
KSB:Mamm:5790,Sorex cinereus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5790/PID33702707,,,unknown,1,,,,,,,
KSB:Mamm:5790,Sorex cinereus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5790/PID33702708,,,unknown,1,,,,,,,
KSB:Mamm:5790,Sorex cinereus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5790/PID33702709,,,unknown,1,,,,,,,
KSB:Mamm:5791,Sorex cinereus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5791/PID33702705,,,unknown,1,,,,,,,
KSB:Mamm:5791,Sorex cinereus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5791/PID33702706,,,unknown,1,,,,,,,
KSB:Mamm:5792,Sorex hoyi,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5792/PID33702704,,,unknown,1,,,,,,,
KSB:Mamm:5794,Sorex cinereus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5794/PID33702701,,,unknown,1,,,,,,,
KSB:Mamm:5795,Sorex cinereus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5795/PID33702700,,,unknown,1,,,,,,,
KSB:Mamm:5800,Sorex cinereus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5800/PID33702703,,,unknown,1,,,,,,,
KSB:Mamm:5839,Sorex cinereus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5839/PID33702727,,,unknown,1,,,,,,,
KSB:Mamm:5844,Sorex cinereus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5844/PID33702728,,,unknown,1,,,,,,,
KSB:Mamm:5847,Sorex arcticus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5847/PID33702731,,,unknown,1,,,,,,,
KSB:Mamm:5848,Sorex arcticus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5848/PID33702729,,,unknown,1,,,,,,,
KSB:Mamm:5849,Sorex cinereus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5849/PID33702730,,,unknown,1,,,,,,,
KSB:Mamm:5850,Sorex cinereus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5850/PID33702732,,,unknown,1,,,,,,,
KSB:Mamm:5851,Sorex haydeni,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5851/PID33702733,,,unknown,1,,,,,,,
KSB:Mamm:5852,Sorex cinereus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5852/PID33702734,,,unknown,1,,,,,,,
KSB:Mamm:5854,Sorex arcticus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5854/PID33702735,,,unknown,1,,,,,,,
KSB:Mamm:5855,Sorex arcticus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5855/PID33702736,,,unknown,1,,,,,,,
KSB:Mamm:5869,Sorex arcticus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5869/PID33702737,,,unknown,1,,,,,,,
KSB:Mamm:5870,Sorex cinereus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5870/PID33702740,,,unknown,1,,,,,,,
KSB:Mamm:5871,Sorex haydeni,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5871/PID33702739,,,unknown,1,,,,,,,
KSB:Mamm:5874,Sorex hoyi,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5874/PID33702738,,,unknown,1,,,,,,,
KSB:Mamm:5875,Sorex cinereus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5875/PID33702741,,,unknown,1,,,,,,,
KSB:Mamm:5883,Sorex cinereus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5883/PID33702711,,,unknown,1,,,,,,,
KSB:Mamm:5886,Sorex cinereus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5886/PID33702710,,,unknown,1,,,,,,,
KSB:Mamm:5887,Sorex arcticus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5887/PID33702712,,,unknown,1,,,,,,,
KSB:Mamm:5888,Sorex cinereus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5888/PID33702713,,,unknown,1,,,,,,,
KSB:Mamm:5889,Sorex cinereus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5889/PID33702714,,,unknown,1,,,,,,,
KSB:Mamm:5896,Sorex cinereus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5896/PID33702715,,,unknown,1,,,,,,,
KSB:Mamm:5897,Sorex arcticus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5897/PID33702716,,,unknown,1,,,,,,,
KSB:Mamm:5898,Sorex arcticus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5898/PID33702719,,,unknown,1,,,,,,,
KSB:Mamm:5901,Sorex cinereus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5901/PID33702717,,,unknown,1,,,,,,,
KSB:Mamm:5902,Sorex cinereus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5902/PID33702718,,,unknown,1,,,,,,,
KSB:Mamm:5903,Sorex haydeni,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5903/PID33702722,,,unknown,1,,,,,,,
KSB:Mamm:5904,Sorex cinereus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5904/PID33702726,,,unknown,1,,,,,,,
KSB:Mamm:5905,Sorex arcticus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5905/PID33702725,,,unknown,1,,,,,,,
KSB:Mamm:5906,Sorex haydeni,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5906/PID33702721,,,unknown,1,,,,,,,
KSB:Mamm:5910,Sorex cinereus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5910/PID33702720,,,unknown,1,,,,,,,
KSB:Mamm:5911,Sorex cinereus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5911/PID33702723,,,unknown,1,,,,,,,
KSB:Mamm:5912,Sorex cinereus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:5912/PID33702724,,,unknown,1,,,,,,,
KSB:Mamm:6119,Sorex cinereus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:6119/PID33702702,,,unknown,1,,,,,,,
KSB:Mamm:7746,Sorex cinereus,Sorex,endoparasite,https://arctos.database.museum/guid/KSB:Mamm:7746/PID33702878,,,unknown,1,,,,,,,
KSB:Mamm:7748,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:7748/PID34032881,2 fleas,ethanol 95%,unknown,1,2.0,,,,,,
KSB:Mamm:7749,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:7749/PID34032890,3 fleas,ethanol 95%,unknown,1,3.0,,,,,,
KSB:Mamm:7750,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:7750/PID34032899,3 fleas,ethanol 95%,unknown,1,3.0,,,,,,
KSB:Mamm:7751,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:7751/PID34032908,2 fleas,ethanol 95%,unknown,1,2.0,,,,,,
KSB:Mamm:7752,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:7752/PID34032917,1 flea,ethanol 95%,unknown,1,1.0,,,,,,
KSB:Mamm:7753,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:7753/PID34032926,3 fleas,ethanol 95%,unknown,1,3.0,,,,,,
KSB:Mamm:7753,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:7753/PID34032927,1 tick,ethanol 95%,unknown,1,,,1.0,,,,
KSB:Mamm:7755,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:7755/PID34032944,2 fleas,ethanol 95%,unknown,1,2.0,,,,,,
KSB:Mamm:7756,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:7756/PID34032953,3 fleas,ethanol 95%,unknown,1,3.0,,,,,,
KSB:Mamm:7757,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:7757/PID34032962,4 fleas,ethanol 95%,unknown,1,4.0,,,,,,
KSB:Mamm:7758,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:7758/PID34032971,3 fleas,ethanol 95%,unknown,1,3.0,,,,,,
KSB:Mamm:7761,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:7761/PID34032996,2 ticks,ethanol 95%,unknown,1,,,2.0,,,,
KSB:Mamm:7766,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:7766/PID34033037,1 flea,ethanol 95%,unknown,1,1.0,,,,,,
KSB:Mamm:7767,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:7767/PID34033046,1 flea,ethanol 95%,unknown,1,1.0,,,,,,
KSB:Mamm:7769,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:7769/PID34033063,1 flea,ethanol 95%,unknown,1,1.0,,,,,,
KSB:Mamm:7770,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:7770/PID34033072,2 ticks,ethanol 95%,unknown,1,,,2.0,,,,
KSB:Mamm:7773,Peromyscus leucopus,Peromyscus,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:7773/PID34033097,5 fleas,ethanol 95%,unknown,1,5.0,,,,,,
KSB:Mamm:7775,Neotoma floridana,Neotoma,ectoparasite,https://arctos.database.museum/guid/KSB:Mamm:7775/PID34033114,many mites,ethanol 95%,unknown,1,,,,,,,
