guid,species,genus,sex,life_stage,date,locality,latitude,longitude,mappable,parasite_status,detected,not_detected,parasite_parts_present,parasite_summary,flea_count,mite_count,tick_count,louse_count,nematode_count,cestode_count,trematode_count,arctos_url
KSB:Mamm:4389,Sigmodon hispidus,Sigmodon,female,,8-Jun-2017,"KS, Riley Co., KPBS; 20B-W",39.07287,-96.57839,True,detected,ectoparasite,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4389
KSB:Mamm:4390,Reithrodontomys megalotis,Reithrodontomys,male,adult,7-Jun-2017,"KS, Riley Co., KPBS; 4F-E",39.07306,-96.56999,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4390
KSB:Mamm:4391,Sigmodon hispidus,Sigmodon,female,adult,7-Jun-2017,"KS, Riley Co., KPBS; 4F-E",39.07397,-96.56992,True,not detected,,ectoparasite; endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4391
KSB:Mamm:4392,Peromyscus leucopus,Peromyscus,male,adult,7-Jun-2017,"KS, Riley Co., KPBS; 20B-W",39.07274,-96.57829,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4392
KSB:Mamm:4393,Microtus ochrogaster,Microtus,female,adult,8-Jun-2017,"KS, Riley Co., KPBS; 4F-E",39.07506,-96.56977,True,mixed screening,endoparasite,ectoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4393
KSB:Mamm:4394,Sigmodon hispidus,Sigmodon,male,,8-Jun-2017,"KS, Riley Co., KPBS; 4F-E",39.07397,-96.56992,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4394
KSB:Mamm:4395,Peromyscus maniculatus,Peromyscus,female,adult,8-Jun-2017,"KS, Riley Co., KPBS; SPB-N",39.07286,-96.58826,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4395
KSB:Mamm:4396,Chaetodipus hispidus,Chaetodipus,female,adult,8-Jun-2017,"KS, Riley Co., KPBS; SPB-N",39.07312,-96.58815,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4396
KSB:Mamm:4397,Microtus ochrogaster,Microtus,male,adult,8-Jun-2017,"KS, Riley Co., KPBS; SPB-N",39.07438,-96.58753,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4397
KSB:Mamm:4398,Peromyscus maniculatus,Peromyscus,male,adult,28-Jun-2017,"KS, Riley Co., KPBS; 1D-W",39.07773,-96.56216,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4398
KSB:Mamm:4399,Peromyscus maniculatus,Peromyscus,male,adult,28-Jun-2017,"KS, Riley Co., KPBS; R1A-N",39.07159,-96.61073,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4399
KSB:Mamm:4400,Peromyscus leucopus,Peromyscus,male,adult,27-Jun-2017,"KS, Riley Co., KPBS; R20A-E",39.06871,-96.60745,True,not detected,,ectoparasite; endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4400
KSB:Mamm:4401,Sigmodon hispidus,Sigmodon,male,adult,27-Jun-2017,"KS, Riley Co., KPBS; R20A-E",39.06902,-96.6071,True,detected,ectoparasite; endoparasite,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4401
KSB:Mamm:4402,Sigmodon hispidus,Sigmodon,female,juvenile,27-Jun-2017,"KS, Riley Co., KPBS; R20A-E",39.06912,-96.60699,True,detected,ectoparasite,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4402
KSB:Mamm:4403,Sigmodon hispidus,Sigmodon,male,adult,27-Jun-2017,"KS, Riley Co., KPBS; R20A-E",39.06912,-96.60699,True,detected,ectoparasite,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4403
KSB:Mamm:4404,Microtus ochrogaster,Microtus,female,adult,28-Jun-2017,"KS, Riley Co., KPBS; 1D-W",39.07809,-96.56233,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4404
KSB:Mamm:4405,Peromyscus maniculatus,Peromyscus,male,subadult,28-Jun-2017,"KS, Riley Co., KPBS; 1D-W",39.07964,-96.56308,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4405
KSB:Mamm:4406,Peromyscus maniculatus,Peromyscus,male,adult,28-Jun-2017,"KS, Riley Co., KPBS; 1D-W",39.0776,-96.56209,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4406
KSB:Mamm:4407,Sigmodon hispidus,Sigmodon,male,adult,28-Jun-2017,"KS, Riley Co., KPBS; R20A-E",39.06923,-96.60689,True,detected,ectoparasite; endoparasite,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4407
KSB:Mamm:4408,Sigmodon hispidus,Sigmodon,female,subadult,28-Jun-2017,"KS, Riley Co., KPBS; R20A-E",39.06831,-96.60789,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4408
KSB:Mamm:4409,Sigmodon hispidus,Sigmodon,female,adult,28-Jun-2017,"KS, Riley Co., KPBS; R20A-E",39.06749,-96.6088,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4409
KSB:Mamm:4410,Neotoma floridana,Neotoma,male,adult,29-Jun-2017,"KS, Riley Co., KPBS; R20A-E",39.06861,-96.60757,True,detected,ectoparasite; endoparasite,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4410
KSB:Mamm:4411,Sigmodon hispidus,Sigmodon,female,subadult,28-Jun-2017,"KS, Riley Co., KPBS; R20A-E",39.06759,-96.60869,True,detected,ectoparasite,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4411
KSB:Mamm:4412,Sigmodon hispidus,Sigmodon,male,subadult,28-Jun-2017,"KS, Riley Co., KPBS; R20A-E",39.06749,-96.6088,True,detected,ectoparasite; endoparasite,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4412
KSB:Mamm:4413,Sigmodon hispidus,Sigmodon,male,subadult,28-Jun-2017,"KS, Riley Co., KPBS; R1A-N",39.07024,-96.61352,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4413
KSB:Mamm:4414,Sigmodon hispidus,Sigmodon,female,adult,28-Jun-2017,"KS, Riley Co., KPBS; R20A-E",39.06912,-96.60699,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4414
KSB:Mamm:4415,Peromyscus leucopus,Peromyscus,male,adult,28-Jun-2017,"KS, Riley Co., KPBS; SUB-W",39.07321,-96.56788,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4415
KSB:Mamm:4416,Sigmodon hispidus,Sigmodon,female,adult,28-Jun-2017,"KS, Riley Co., KPBS; SUB-W",39.07321,-96.56788,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4416
KSB:Mamm:4417,Sigmodon hispidus,Sigmodon,male,subadult,28-Jun-2017,"KS, Riley Co., KPBS; R1A-N",39.07135,-96.61124,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4417
KSB:Mamm:4418,Sigmodon hispidus,Sigmodon,male,adult,28-Jun-2017,"KS, Riley Co., KPBS; R1A-N",39.07112,-96.61174,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4418
KSB:Mamm:4419,Peromyscus maniculatus,Peromyscus,female,subadult,28-Jun-2017,"KS, Riley Co., R1A-N, KPBS",39.07159,-96.61073,True,not detected,,ectoparasite; endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4419
KSB:Mamm:4420,Peromyscus leucopus,Peromyscus,female,adult,28-Jun-2017,"KS, Riley Co., KPBS; R1A-N",39.07059,-96.61278,True,not detected,,ectoparasite; endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4420
KSB:Mamm:4421,Sigmodon hispidus,Sigmodon,female,adult,28-Jun-2017,"KS, Riley Co., KPBS; R1A-N",39.07053,-96.61294,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4421
KSB:Mamm:4422,Sigmodon hispidus,Sigmodon,male,adult,28-Jun-2017,"KS, Riley Co., KPBS; R1A-N",39.07094,-96.61204,True,detected,ectoparasite; endoparasite,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4422
KSB:Mamm:4423,Microtus ochrogaster,Microtus,male,adult,28-Jun-2017,"KS, Riley Co., KPBS; R1A-N",39.07067,-96.61263,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4423
KSB:Mamm:4424,Sigmodon hispidus,Sigmodon,male,adult,29-Jun-2017,"KS, Riley Co., KPBS; R20A-E",39.068,-96.60825,True,detected,ectoparasite; endoparasite,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4424
KSB:Mamm:4425,Sigmodon hispidus,Sigmodon,female,juvenile,29-Jun-2017,"KS, Riley Co., KPBS; R20A-E",39.06882,-96.60735,True,detected,ectoparasite,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4425
KSB:Mamm:4426,Sigmodon hispidus,Sigmodon,female,adult,29-Jun-2017,"KS, Riley Co., KPBS; R20A-E",39.06934,-96.6068,True,detected,ectoparasite; endoparasite,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4426
KSB:Mamm:4427,Sigmodon hispidus,Sigmodon,female,adult,29-Jun-2017,"KS, Riley Co., KPBS; R20A-E",39.06882,-96.60735,True,detected,ectoparasite; endoparasite,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4427
KSB:Mamm:4428,Sigmodon hispidus,Sigmodon,female,subadult,29-Jun-2017,"KS, Riley Co., KPBS; R20A-E",39.06944,-96.60669,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4428
KSB:Mamm:4429,Sigmodon hispidus,Sigmodon,male,adult,29-Jun-2017,"KS, Riley Co., KPBS; R1A-N",39.07094,-96.61204,True,detected,ectoparasite; endoparasite,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4429
KSB:Mamm:4430,Sigmodon hispidus,Sigmodon,male,adult,28-Jun-2017,"KS, Riley Co., KPBS; R20A-E",39.06872,-96.60745,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4430
KSB:Mamm:4431,Blarina hylophaga,Blarina,male,adult,29-Jun-2017,"KS, Riley Co., KPBS; R20A-E",39.0679,-96.60836,True,detected,ectoparasite; endoparasite,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4431
KSB:Mamm:4432,Blarina hylophaga,Blarina,female,,30-Oct-2016,"KS, Russell Co., Wilson Lake",38.94783,-98.67635,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4432
KSB:Mamm:4433,Urocitellus parryii,Urocitellus,female,adult,1-Jul-2017,"AK, North Slope Borough, Colville River Delta; S. Plot",70.42501,-150.66624,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4433
KSB:Mamm:4434,Urocitellus parryii,Urocitellus,female,adult,28-Jun-2016,"AK, North Slope Borough, Colville River Delta; S. Plot",70.42301,-150.66959,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4434
KSB:Mamm:4435,Blarina hylophaga,Blarina,female,adult,8-Feb-2018,"KS, Riley Co., Southern Riley County, KS river valley",39.14,-96.61,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4435
KSB:Mamm:4436,Cryptotis parva,Cryptotis,male,adult,23-Nov-2016,"KS, Pottawatamie, 1.25 km S, 8.5 km W Wamego: Burr Oak Cir.",39.19496,-96.40307,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4436
KSB:Mamm:4437,Cryptotis parva,Cryptotis,female,adult,4 Nov. 2016,"KS, Pottawatamie, 1.25 km S, 8.5 km W Wamego: Burr Oak Cir.",39.19496,-96.40307,True,not detected,,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4437
KSB:Mamm:4438,Peromyscus leucopus,Peromyscus,male,,2-Jun-2018,"KS, Riley Co., KPBS; Prairie Restoration Plots",39.10276,-96.60154,True,detected,ectoparasite,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4438
KSB:Mamm:4439,Scalopus aquaticus,Scalopus,male,adult,4-May-2016,"KS, Pottawatamie Co., 1.25 km S, 8.5 km W Wamego: Burr Oak Cir.; Hope residence",39.99496,-96.40307,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4439
KSB:Mamm:4440,Peromyscus leucopus,Peromyscus,female,,2-Jun-2018,"USA, KS, Riley Co., KPBS Prairie Restoration Plots",39.10242,-96.60218,True,detected,ectoparasite; endoparasite,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4440
KSB:Mamm:4441,Peromyscus leucopus,Peromyscus,female,,24-May-2018,"Kansas, Riley Co., KPBS",39.10206,-96.59522,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4441
KSB:Mamm:4442,Peromyscus leucopus,Peromyscus,female,adult,19-Jun-2018,"Riley Co., Kansas, Riley Co., KPBS, 2D",39.0818,-96.55733,True,detected,ectoparasite; endoparasite,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4442
KSB:Mamm:4443,Peromyscus leucopus,Peromyscus,male,subadult,2-Jun-2018,"KS, Riley Co., KPBS, Prairie",39.10273,-96.602,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4443
KSB:Mamm:4444,Peromyscus leucopus,Peromyscus,male,,14-Jun-2018,"KS, Riley Co., KPBS, Hulbert Plots",39.10291,-96.61044,True,not detected,,ectoparasite; endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4444
KSB:Mamm:4445,Peromyscus maniculatus,Peromyscus,male,adult,21-Jun-2018,"KS, Riley Co., KPBS",39.08131,-96.55731,True,detected,ectoparasite,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4445
KSB:Mamm:4446,Peromyscus leucopus,Peromyscus,female,adult,5/24/2018,"USA, Kansas, Riley Co., KPBS",39.1031,-96.5985,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4446
KSB:Mamm:4447,Peromyscus maniculatus,Peromyscus,female,adult,13-Jul-2018,"KS, Riley Co., KPBS; SubE",39.0752,-96.5665,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4447
KSB:Mamm:4448,Microtus ochrogaster,Microtus,male,adult,13-Jul-2018,"KS, Riley Co., KPBS; SubE",39.0752,-96.5665,True,not detected,,ectoparasite; endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4448
KSB:Mamm:4449,Peromyscus leucopus,Peromyscus,female,,20-Jul-2018,"KS, Riley Co., KPBS; SUB-W",39.0733,-96.5679,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4449
KSB:Mamm:4450,Sigmodon hispidus,Sigmodon,female,adult,20-Jul-2018,"KS, Riley Co., KPBS; SUB-W",39.0744,-96.5684,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4450
KSB:Mamm:4451,Blarina hylophaga,Blarina,female,adult,29-Oct-2016,"KS, Russell Co., Wilson Lake",38.95156,-98.66273,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4451
KSB:Mamm:4452,Urocitellus parryii,Urocitellus,female,adult,30-Jun-2016,"AK, North Slope Borough, Colville River Delta; S. plot;",70.42881,-150.66838,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4452
KSB:Mamm:4453,Sigmodon hispidus,Sigmodon,female,adult,1-Aug-2018,"KS, Riley Co., KPBS; 20BW",39.0741,-96.57963,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4453
KSB:Mamm:4454,Urocitellus parryii,Urocitellus,female,adult,29-Jun-2016,"AK, North Slope Borough, Colville River Delta; S. Plot",70.43463,-150.67459,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4454
KSB:Mamm:4455,Peromyscus leucopus,Peromyscus,male,adult,27-Jul-2018,"KS, Riley Co., KPBS; 20BE",39.0734,-96.5761,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4455
KSB:Mamm:4456,Peromyscus leucopus,Peromyscus,male,,17-Jul-2018,"KS, Riley Co., KPBS; 20BE",39.0734,-96.5761,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4456
KSB:Mamm:4457,Peromyscus leucopus,Peromyscus,male,adult,25-Jul-2018,"KS, Riley Co., KPBS; R1AE",39.0696,-96.6123,True,mixed screening,endoparasite,ectoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4457
KSB:Mamm:4458,Sorex tundrensis,Sorex,male,,28 July 2015,"USA/Alaska ANWR Canning River, 20 mi S Thomson Point",69.90122298,-146.360463,True,mixed screening,endoparasite,ectoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4458
KSB:Mamm:4459,Microtus oeconomus,Microtus,male,subadult,28 July 2015,"USA/Alaska ANWR Canning River, 20 mi S Thomson Point",69.8995555556,-146.3308055556,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4459
KSB:Mamm:4460,Microtus oeconomus,Microtus,male,juvenile,28 July 2015,"USA/Alaska ANWR Canning River, 20 mi S Thomson Point",69.8993333333,-146.3309722222,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4460
KSB:Mamm:4461,Microtus oeconomus,Microtus,male,subadult,28 July 2015,"USA/Alaska ANWR Canning River, 20 mi S Thomson Point",69.89965,-146.3477,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4461
KSB:Mamm:4462,Microtus oeconomus,Microtus,male,subadult,28 July 2015,"USA/Alaska ANWR Canning River, 20 mi S Thomson Point",69.89967,-146.34775,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4462
KSB:Mamm:4463,Microtus oeconomus,Microtus,male,juvenile,28 July 2015,"USA/Alaska ANWR Canning River, 20 mi S Thomson Point",69.8996,-146.34751,True,not detected,,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4463
KSB:Mamm:4464,Microtus oeconomus,Microtus,male,adult,28 July 2015,"USA/Alaska ANWR Canning River, 20 mi S Thomson Point",69.89893,-146.34738,True,detected,ectoparasite; endoparasite,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4464
KSB:Mamm:4465,Microtus oeconomus,Microtus,female,adult,28 July 2015,"USA/Alaska ANWR Canning River, 20 mi S Thomson Point",69.90155901,-146.360802,True,detected,ectoparasite; endoparasite,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4465
KSB:Mamm:4466,Microtus oeconomus,Microtus,male,adult,28 July 2015,"USA/Alaska ANWR Canning River, 20 mi S Thomson Point",69.89912,-146.34583,True,not detected,,ectoparasite; endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4466
KSB:Mamm:4467,Microtus oeconomus,Microtus,female,juvenile,28 July 2015,"USA/Alaska ANWR Canning River, 20 mi S Thomson Point",69.897079,-146.37105,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4467
KSB:Mamm:4468,Microtus oeconomus,Microtus,male,juvenile,28 July 2015,"USA/Alaska ANWR Canning River, 20 mi S Thomson Point",69.897079,-146.37105,True,not detected,,ectoparasite; endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4468
KSB:Mamm:4469,Microtus oeconomus,Microtus,female,juvenile,28 July 2015,"USA/Alaska ANWR Canning River, 20 mi S Thomson Point",69.897079,-146.37105,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4469
KSB:Mamm:4470,Microtus oeconomus,Microtus,female,adult,28 July 2015,"USA/Alaska ANWR Canning River, 20 mi S Thomson Point",69.897079,-146.37105,True,mixed screening,endoparasite,ectoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4470
KSB:Mamm:4471,Microtus oeconomus,Microtus,female,adult,28 July 2015,"USA/Alaska ANWR Canning River, 20 mi S Thomson Point",69.882062,-146.333079,True,detected,ectoparasite; endoparasite,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4471
KSB:Mamm:4472,Microtus oeconomus,Microtus,male,juvenile,28 July 2015,"USA/Alaska ANWR Canning River, 20 mi S Thomson Point",69.897079,-146.37105,True,not detected,,ectoparasite; endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4472
KSB:Mamm:4473,Microtus oeconomus,Microtus,female,subadult,28 July 2015,"USA/Alaska ANWR Canning River, 20 mi S Thomson Point",69.90379304,-146.350391,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4473
KSB:Mamm:4474,Dicrostonyx groenlandicus,Dicrostonyx,male,juvenile,29 July 2015,"USA/alaska, ANWR; Canning river, 20 mi S Thomson Point",69.89672,-146.36894,True,not detected,,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4474
KSB:Mamm:4475,Microtus miurus,Microtus,male,juvenile,29 July 2015,"USA/alaska, ANWR; Canning river, 20 mi S Thomson Point",69.8940833333,-146.372,True,not detected,,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4475
KSB:Mamm:4476,Microtus miurus,Microtus,female,subadult,29 July 2015,"USA/alaska, ANWR; Canning river, 20 mi S Thomson Point",69.89375,-146.3723888889,True,detected,endoparasite,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4476
KSB:Mamm:4477,Microtus miurus,Microtus,female,juvenile,29 July 2015,"USA/alaska, ANWR; Canning river, 20 mi S Thomson Point",69.8936944444,-146.3723055556,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4477
KSB:Mamm:4478,Microtus miurus,Microtus,female,juvenile,29 July 2015,"USA/alaska, ANWR; Canning river, 20 mi S Thomson Point",69.8939722222,-146.3719444444,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4478
KSB:Mamm:4479,Microtus oeconomus,Microtus,female,adult,29 July 2015,"USA/alaska, ANWR; Canning river, 20 mi S Thomson Point",69.8987777778,-146.3301111111,True,not detected,,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4479
KSB:Mamm:4480,Peromyscus leucopus,Peromyscus,female,adult,8-Jun-2017,"KS, Riley Co., KPBS; 20B-W",39.07287,-96.57839,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4480
KSB:Mamm:4481,Blarina hylophaga,Blarina,female,adult,12 July 2016,"KS, Riley Co, KPBS; Treatment 4F-E",39.07291,-96.57,True,mixed screening,endoparasite,ectoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4481
KSB:Mamm:4482,Blarina hylophaga,Blarina,female,adult,13 July 2016,"KS, Riley Co. KPBS; treatment 4F-E",39.07399,-96.56995,True,mixed screening,endoparasite,ectoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4482
KSB:Mamm:4483,Neotoma floridana,Neotoma,male,adult,9-Jun-2017,"KS, Riley Co., KPBS; 20B-W",39.07404,-96.57957,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4483
KSB:Mamm:4484,Peromyscus leucopus,Peromyscus,male,adult,9-Jun-2017,"KS, Riley Co., KPBS; 20B-W",39.07287,-96.57839,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4484
KSB:Mamm:4485,Peromyscus leucopus,Peromyscus,male,adult,9-Jun-2017,"KS, Riley Co., KPBS; 20B-W",39.07453,-96.580085,True,mixed screening,endoparasite,ectoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4485
KSB:Mamm:4486,Microtus ochrogaster,Microtus,female,adult,9-Jun-2017,"KS, Riley Co., KPBS; 4F-E",39.07493,-96.56979,True,detected,ectoparasite; endoparasite,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4486
KSB:Mamm:4487,Blarina hylophaga,Blarina,female ?,adult,27-Jun-2017,"KS, Riley Co., KPBS; R20A-E",39.06902,-96.6071,True,not detected,,ectoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4487
KSB:Mamm:4488,Blarina hylophaga,Blarina,male,adult,16-Jun-2017,"KS, Riley Co., KPBS; R20A-W",39.07138,-96.60806,True,not detected,,ectoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4488
KSB:Mamm:4489,Blarina hylophaga,Blarina,female ?,adult,16-Jun-2017,"KS, Riley Co., KPBS; R20A-W",39.07092,-96.60834,True,not detected,,ectoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4489
KSB:Mamm:4490,Peromyscus leucopus,Peromyscus,female,adult,27-Jun-2017,"KS, Riley Co., KPBS; SUB-W",39.07336,-96.56793,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4490
KSB:Mamm:4491,Peromyscus leucopus,Peromyscus,male,adult,27-Jun-2017,"KS, Riley Co., KPBS; SUB-W",39.07321,-96.56788,True,detected,ectoparasite; endoparasite,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4491
KSB:Mamm:4492,Sigmodon hispidus,Sigmodon,male,adult,27-Jun-2017,"KS, Riley Co., KPBS; R1A-N",39.07144,-96.61107,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4492
KSB:Mamm:4493,Peromyscus leucopus,Peromyscus,female,adult,6-Jun-2017,"KS, Riley Co., KPBS; 20B-W",39.07381,-96.57932,True,mixed screening,ectoparasite,endoparasite,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4493
KSB:Mamm:4494,Sigmodon hispidus,Sigmodon,male,adult,6-Jun-2017,"KS, Riley Co., KPBS; 4F-W",39.07325,-96.57148,True,detected,ectoparasite; endoparasite,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4494
