guid,species,genus,sex,life_stage,date,locality,latitude,longitude,mappable,parasite_status,detected,not_detected,parasite_parts_present,parasite_summary,flea_count,mite_count,tick_count,louse_count,nematode_count,cestode_count,trematode_count,arctos_url
KSB:Mamm:1,Reithrodontomys megalotis,Reithrodontomys,female,adult,22 July 2020,"USA, KS, Washington County; trapline ID: 3-25R",39.64879,-96.86558,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:1
KSB:Mamm:2,Sigmodon hispidus,Sigmodon,male,adult,5 Jan. 2023,"USA, KS, Riley County; Konza Prairie Biological Station, Plot SuB-W, Trap 17",39.074139,-96.567619,True,detected,ectoparasite: louse; endoparasite,,ectoparasite; endoparasite,ectoparasite: lice; endoparasite: nematode,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:2
KSB:Mamm:3,Peromyscus leucopus,Peromyscus,female,subadult,13 Oct. 2020,"USA, KS, Barber County; trapline ID: 4-19R",37.38401,-98.96342,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:3
KSB:Mamm:4,Peromyscus maniculatus,Peromyscus,female,adult,3 Jan. 2023,"USA, KS; Riley County; KPBS, Plot 1D-W",39.07723901,-96.56190399,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:4
KSB:Mamm:5,Microtus ochrogaster,Microtus,female,adult,3 April 2021,"USA, KS; Pottawatomie County; 3530 Burr Oak Cir, Hope Residence, 1.25 km S+ 3.5km. W. Wamego",39.194359,-96.403147,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:5
KSB:Mamm:6,Peromyscus leucopus,Peromyscus,female,adult,21 July. 2020,"USA, KS; Washington County",39.64758,-96.86312,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:6
KSB:Mamm:7,Peromyscus leucopus,Peromyscus,female,adult,3 Jan. 2023,"USA, KS; Riley County; KPBS, Plot 20B-W",39.07318099,-96.57871096,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:7
KSB:Mamm:8,Reithrodontomys fulvescens,Reithrodontomys,male,adult,5 Oct. 2021,"USA, KS; Barber County",37.13809,-98.85561,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:8
KSB:Mamm:9,Blarina hylophaga,Blarina,male,adult,1 Oct. 2022,"USA, KS; Riley County; KPBS, CONSME Plot",39.094571,-96.587048,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:9
KSB:Mamm:10,Peromyscus leucopus,Peromyscus,female,adult,3 Jan. 2023,"USa, KS; Riley County; KPBS, Plot 20B-W",39.07298301,-96.57850301,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:10
KSB:Mamm:11,Neotoma floridana,Neotoma,male,adult,15 June. 2023,"USA, KS; Riley County; Fancy Creek State Park",39.44045,-96.73104,True,material present,,,ectoparasite,ectoparasite,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:11
KSB:Mamm:12,Peromyscus leucopus,Peromyscus,male,adult,3 Jan. 2023,"USA, KS; Riley County; KPBS, Plot 20B-W",39.07287296,-96.578387,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:12
KSB:Mamm:13,Neotoma floridana,Neotoma,male,subadult,15 June. 2023,"USA, KS; Riley County; Fancy Creek State Park",39.43756,-96.73434,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:13
KSB:Mamm:14,Microtus ochrogaster,Microtus,male,adult,3 Jan. 2023,"USA, KS; Riley County; KPBS, Plot 4B-E",39.07547596,-96.59629603,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:14
KSB:Mamm:15,Peromyscus leucopus,Peromyscus,female,adult,11 Aug. 2020,"USA, KS; Coffey County",38.198865,-95.634301,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:15
KSB:Mamm:16,Reithrodontomys megalotis,Reithrodontomys,male,,3 June. 2020,"USa, KS; Pawnee County",38.08123,-99.12934,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:16
KSB:Mamm:17,Peromyscus leucopus,Peromyscus,male,adult,2 June. 2020,"USA, KS; Pawnee County",38.081836,-99.131154,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:17
KSB:Mamm:18,Microtus ochrogaster,Microtus,female,adult,2 June. 2020,"USA, KS; Pawnee County",38.081225,-99.129339,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:18
KSB:Mamm:19,Blarina hylophaga,Blarina,female,adult,5 Nov. 2020,"USA, KS; Stafford County",37.86889,-98.9505,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:19
KSB:Mamm:20,Blarina hylophaga,Blarina,male,adult,7 August. 2020,"USA, KS; Wabaunsee County; Bolton Wildlife Area",39.10892,-96.19449,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:20
KSB:Mamm:21,Peromyscus leucopus,Peromyscus,male,adult,3 Jan.2023,"USA, KS; Riley County; KPBS, Plot 20B-W",39.073901,-96.57945201,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:21
KSB:Mamm:22,Peromyscus leucopus,Peromyscus,female,adult,12 Jan. 2023,"USA, KS; Riley County; KPBS, Plot 20B-W",39.07318099,-96.57871096,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:22
KSB:Mamm:23,Peromyscus leucopus,Peromyscus,female,adult,3 Jan. 2023,"USA, KS; Riley County; KPBS, Plot 20B-W",39.07453,-96.580085,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:23
KSB:Mamm:24,Perognathus flavescens,Perognathus,female,adult,23 Sept. 2020,"USA, KS; Kingman County; Bryon Walker Wildlife Area",37.65966,-98.33709,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:24
KSB:Mamm:25,Peromyscus maniculatus,Peromyscus,female,adult,3 Jan. 2023,"USA, KS; Riley County; KPBS, Plot SuB-W",39.074231,-96.56830198,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:25
KSB:Mamm:26,Peromyscus leucopus,Peromyscus,male,adult,14 June. 2023,"USA, KS; Riley County; Fancy Creek State Park",39.4402,-96.73107,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:26
KSB:Mamm:27,Peromyscus leucopus,Peromyscus,female,adult,12 Jan. 2023,"USA, KS; Riley County; KPBS, Plot R20A-W",39.07091696,-96.608343,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:27
KSB:Mamm:28,Peromyscus leucopus,Peromyscus,male,adult,14 June. 2023,"USA, KS; Riley County; Fancy Creek State Park",39.44662,-96.73402,True,material present,,,ectoparasite,ectoparasite,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:28
KSB:Mamm:29,Peromyscus leucopus,Peromyscus,female,adult,14 June. 2023,"USA, KS; Riley County; Fancy Creek State Park",39.44662,-96.73391,True,material present,,,ectoparasite,ectoparasite,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:29
KSB:Mamm:30,Peromyscus leucopus,Peromyscus,male,adult,14 June. 2023,"USA, KS; Riley County; Fancy Creek State Park",39.44604,-96.73484,True,material present,,,ectoparasite,ectoparasite,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:30
KSB:Mamm:31,Peromyscus leucopus,Peromyscus,female,adult,14 June. 2023,"USA, KS; Riley County; Fancy Creek State Park",39.44678,-96.7343,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:31
KSB:Mamm:32,Peromyscus leucopus,Peromyscus,female,adult,14 June. 2023,"USA, KS; Riley County; Fancy Creek State Park",39.43766,-96.73404,True,material present,,,ectoparasite,ectoparasite,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:32
KSB:Mamm:33,Peromyscus leucopus,Peromyscus,female,adult,14 June. 2023,"USA, KS; Riley County; Fancy Creek State Park",39.44676,-96.73422,True,material present,,,ectoparasite,ectoparasite,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:33
KSB:Mamm:34,Peromyscus leucopus,Peromyscus,female,adult,3 Jan. 2023,"USA, KS; Riley County; KPBS, Plot 20B-W",39.07432797,-96.57984998,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:34
KSB:Mamm:35,Sigmodon hispidus,Sigmodon,male,adult,14 June. 2023,"USA, KS; Riley County; Fancy Creek State Park",39.44126,-96.73124,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:35
KSB:Mamm:36,Peromyscus leucopus,Peromyscus,male,adult,3 Jan. 2023,"USA, KS; Riley County; KPBS, Plot 20B-W",39.07274497,-96.57829396,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:36
KSB:Mamm:37,Peromyscus leucopus,Peromyscus,female,adult,3 Jan. 2023,"USA, KS; Riley County; KPBS, Plot 20B-W",39.07380704,-96.57931999,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:37
KSB:Mamm:38,Peromyscus leucopus,Peromyscus,female,adult,3 Jan. 2023,"USA, KS; Riley County; KPBS, Plot 20B-W",39.07360001,-96.579149,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:38
KSB:Mamm:39,Peromyscus leucopus,Peromyscus,male,adult,14 June. 2023,"USA, KS; Riley County; Fancy Creek State Park",39.44003,-96.73193,True,material present,,,ectoparasite; endoparasite,ectoparasite; endoparasite,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:39
KSB:Mamm:40,Peromyscus leucopus,Peromyscus,female,,14 June 2023,"USA, KS; Riley County; Fancy Creek State Park",39.43998,-96.73226,True,material present,,,ectoparasite,ectoparasite,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:40
KSB:Mamm:41,Didelphis virginiana,Didelphis,female,adult,11 April 2019,"USA, KS; Osage County; Hoch + Booth Rd",38.50684,-95.85911,True,material present,,,ectoparasite,ectoparasite,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:41
KSB:Mamm:42,Didelphis virginiana,Didelphis,female,adult,4 May. 2019,"USA, KS; Osage County; Valancia Rd.",38.50719,-95.87917,True,detected,ectoparasite: tick,,ectoparasite,ectoparasite: ticks,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:42
KSB:Mamm:43,Didelphis virginiana,Didelphis,male,adult,15 Nov 2015,"USA, KS, Riley, Alice Residence",39.18282,-96.58093,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:43
KSB:Mamm:44,Sigmodon hispidus,Sigmodon,male,adult,14 June. 2023,"USA, KS; Riley County; Fancy Creek State Park",39.44125,-96.73116,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:44
KSB:Mamm:45,Microtus ochrogaster,Microtus,male,adult,21 July. 2020,"USA, KS; Washington County",39.65315,-96.86291,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:45
KSB:Mamm:46,Peromyscus leucopus,Peromyscus,female,adult,11 Aug. 2020,"USA, KS; Coffey County",38.29335,-95.708743,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:46
KSB:Mamm:47,Blarina hylophaga,Blarina,male,adult,2 Feb. 2021,"USA, KS; Pottawatomie County; 8.5km.W.Wamego; Burr Oak Cir, Hope Residence",39.19496,-96.40307,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:47
KSB:Mamm:48,Microtus ochrogaster,Microtus,female,adult,19 April 2021,"USA,KS; Riley County; KPBS, Hulbert Plot",39.1034,-96.6106,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:48
KSB:Mamm:49,Blarina hylophaga,Blarina,unknown,adult,1 Oct 2022,"USA, KS; Riley County; KPBS, CONSME Plot",39.091255,-96.58322,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:49
KSB:Mamm:50,Peromyscus maniculatus,Peromyscus,male,adult,11 April. 2021,"USA, KS; Osage County, Melvern Refuge",38.4822,-95.87707,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:50
KSB:Mamm:51,Peromyscus maniculatus,Peromyscus,male,adult,9 April.2022,"USA, KS; Riley County; KPBS",39.102,-96.61,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:51
KSB:Mamm:52,Sigmodon hispidus,Sigmodon,female,adult,15 Nov 2021,"USA, KS; Pottawatomie County; 8.5km. W. Wamego; Burr Oak Cir, Hope Residence",39.19496,-96.40307,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:52
KSB:Mamm:53,Peromyscus maniculatus,Peromyscus,male,adult,12 June. 2020,"USA, KS; Scott County",38.68487,-100.92344,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:53
KSB:Mamm:54,Neotoma micropus,Neotoma,female,adult,7 Oct. 2020,"USA, KS; Barber County",37.17857,-98.46625,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:54
KSB:Mamm:55,Peromyscus leucopus,Peromyscus,female,juvenile,14 June. 2023,"USA, KS; Riley County; Fancy Creek State Park",39.43584,-96.73522,True,material present,,,ectoparasite,ectoparasite,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:55
KSB:Mamm:56,Neotoma floridana,Neotoma,female,juvenile,14 June. 2023,"USA, KS; Riley County; Fancy Creek State Park",39.43743,-96.73433,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:56
KSB:Mamm:57,Peromyscus leucopus,Peromyscus,female,adult,14 June. 2023,"USA, KS; Riley County; Fancy Creek State Park",39.43782,-96.73398,True,material present,,,ectoparasite,ectoparasite,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:57
KSB:Mamm:58,Peromyscus leucopus,Peromyscus,male,adult,21 July. 2020,"USA, KS; Washington County",39.64758,-96.86312,True,material present,,,endoparasite,endoparasite,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:58
KSB:Mamm:59,Peromyscus maniculatus,Peromyscus,male,adult,3 Jan. 2023,"USA, KS; Riley County; KPBS, Plot SpB-W",39.07601902,-96.566087,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:59
KSB:Mamm:60,Peromyscus maniculatus,Peromyscus,male,adult,20 Feb. 2020,"USA, OH; Indian Mound",39.74046,-83.81911,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:60
KSB:Mamm:61,Peromyscus maniculatus,Peromyscus,male,adult,9 April. 2022,"USA, KS; Riley County; Konza Prairie Biological Station",39.102,-96.61,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:61
KSB:Mamm:62,Sigmodon hispidus,Sigmodon,female,subadult,20 Feb. 2020,"USA, KS; Riley County; KPBS, CONSME Plot",39.093248,-96.586125,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:62
KSB:Mamm:63,Peromyscus maniculatus,Peromyscus,female,adult,2022-04-09,"USA, KS; Riley County; KPBS",39.102,-96.61,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:63
KSB:Mamm:64,Blarina hylophaga,Blarina,female,adult,15 Oct. 2022,"USA, KS; Riley County; KPBS, Hulbert Plot",39.1029,-96.611,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:64
KSB:Mamm:65,Microtus ochrogaster,Microtus,female,subadult,9 April. 2022,"USA, KS; Riley County; KPBS",39.102,-96.61,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:65
KSB:Mamm:66,Peromyscus maniculatus,Peromyscus,male,adult,9 April. 2022,"USA, KS; Riley County; KPBS",39.102,-96.61,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:66
KSB:Mamm:67,Scalopus aquaticus,Scalopus,female,adult,3 May. 2020,"USA, KS; Riley County",39.1763,-96.5673,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:67
KSB:Mamm:68,Peromyscus maniculatus,Peromyscus,male,adult,18 Nov. 2020,"USA, KS; Barber County",37.43017,-98.69373,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:68
KSB:Mamm:69,Reithrodontomys megalotis,Reithrodontomys,male,adult,3 June. 2020,"USa, KS; Pawnee County",38.08503,-99.12934,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:69
KSB:Mamm:70,Sigmodon hispidus,Sigmodon,female,adult,,"USA, KS; Washington County",39.653316,-96.967838,True,material present,,,ectoparasite,ectoparasite,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:70
KSB:Mamm:71,Peromyscus leucopus,Peromyscus,female,adult,3 Jan. 2023,"USA, KS; Riley County; KPBS, Plot 20B-W",39.07337403,-96.57890702,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:71
KSB:Mamm:72,Peromyscus leucopus,Peromyscus,male,adult,15 June 2023,"USA, KS; Riley County; Fancy Creek State Park",39.43624,-96.73351,True,material present,,,endoparasite,endoparasite,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:72
KSB:Mamm:73,Neotoma floridana,Neotoma,female,adult,15 June. 2023,"USA, KS; Riley County; Fancy Creek State Park",39.44637,-96.73476,True,material present,,,ectoparasite,ectoparasite,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:73
KSB:Mamm:74,Peromyscus leucopus,Peromyscus,male,adult,15 June. 2023,"USA, KS; Riley County; Fancy Creek State Park",39.44118,-96.73112,True,material present,,,ectoparasite,ectoparasite,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:74
KSB:Mamm:75,Peromyscus leucopus,Peromyscus,female,,15 June. 2023,"USA, KS; Riley County; Fancy Creek State Park",39.43784,-96.73401,True,material present,,,ectoparasite,ectoparasite,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:75
KSB:Mamm:76,Neotoma floridana,Neotoma,female,adult,15 June. 2023,"USA, KS; Riley County; Fancy Creek State Park",39.43998,-96.73159,True,material present,,,ectoparasite,ectoparasite,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:76
KSB:Mamm:77,Sigmodon hispidus,Sigmodon,female,adult,12 Jan. 2023,"USA, KS; Riley County; KPBS, Plot 20B-E",39.07398297,-96.57571703,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:77
KSB:Mamm:78,Peromyscus leucopus,Peromyscus,male,adult,15 June.2023,"USA, KS; Riley County; Fancy Creek State Park",39.44674,-96.7342,True,material present,,,ectoparasite,ectoparasite,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:78
KSB:Mamm:79,Peromyscus leucopus,Peromyscus,female,adult,3 Jan. 2023,"USA, KS; Riley County; KPBS, Plot 20B-W",39.07360001,-96.579149,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:79
KSB:Mamm:80,Peromyscus leucopus,Peromyscus,male,adult,12 Jan. 2023,"USA, KS; Riley County; KPBS, Plot 20B-W",39.07337403,-96.57890702,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:80
KSB:Mamm:81,Neotoma floridana,Neotoma,female,adult,3 Jan. 2023,"USA, KS; Riley County; KPBS, Plot 20B-W",39.07404098,-96.579296,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:81
KSB:Mamm:82,Peromyscus leucopus,Peromyscus,male,adult,,"USA, KS; Coffey County",38.28916,-95.70819,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:82
KSB:Mamm:83,Microtus ochrogaster,Microtus,female,adult,6 Aug. 2020,"USA, KS; Wabaunsee County; Bolton Wildlife Area",39.108855,-96.196326,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:83
KSB:Mamm:84,Peromyscus leucopus,Peromyscus,female,adult,5 Aug. 2020,"USA, KS; Shawnee County; Fitzgerald Wildlife Area",39.065554,-95.907962,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:84
KSB:Mamm:85,Peromyscus leucopus,Peromyscus,female,adult,3 Jan. 2023,"USA, KS; Riley County; KPBS, Plot 20B-W",39.07318099,-96.57871096,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:85
KSB:Mamm:86,Peromyscus maniculatus,Peromyscus,male,adult,1 May 2020,"USA, KS; Pratt County",37.65388,-98.73064,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:86
KSB:Mamm:87,Peromyscus leucopus,Peromyscus,male,adult,3 Jan 2023,"USa, KS; Riley County; KPBS, Plot 20B-W",39.07274497,-96.5782939,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:87
KSB:Mamm:88,Peromyscus leucopus,Peromyscus,male,adult,13 Oct. 2020,"USA, KS; Barber County",37.38401,-98.96342,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:88
KSB:Mamm:89,Peromyscus maniculatus,Peromyscus,male,adult,22 Sept. 2020,"USA, KS; Kingman County; Bryon Walker Wildlife Area",37.64459,-98.32863,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:89
KSB:Mamm:90,Sigmodon hispidus,Sigmodon,female,adult,15 June. 2023,"USA, KS; Riley County; Fancy Creek State Park",39.44671,-96.73335,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:90
KSB:Mamm:91,Sigmodon hispidus,Sigmodon,female,adult,15 June. 2023,"USA, KS; Riley County; Fancy Creek State Park",39.44515,-96.73411,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:91
KSB:Mamm:92,Peromyscus leucopus,Peromyscus,male,adult,21 July. 2020,"USA, KS; Washington County",39.64879,-96.86558,True,material present,,,ectoparasite,ectoparasite,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:92
KSB:Mamm:93,Peromyscus leucopus,Peromyscus,female,subadult,15 June. 2023,"USA, KS; Riley County; Fancy Creek State Park",39.44107,-96.73106,True,material present,,,ectoparasite,ectoparasite,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:93
KSB:Mamm:94,Peromyscus leucopus,Peromyscus,male,adult,15 June. 2023,"USA, KS; Riley County; Fancy Creek State Park",39.44667,-96.73399,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:94
KSB:Mamm:95,Microtus ochrogaster,Microtus,female,adult,21 July. 2020,"USA, KS; Washington County",39.65315,-96.86291,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:95
KSB:Mamm:96,Peromyscus leucopus,Peromyscus,male,adult,21 July. 2020,"USA, KS; Washington County",39.65315,-96.86291,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:96
KSB:Mamm:97,Sigmodon hispidus,Sigmodon,female,adult,21 July. 2020,"USA, KS; Washington County",39.65315,-96.86291,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:97
KSB:Mamm:98,Peromyscus maniculatus,Peromyscus,female,adult,21 Jul. 2020,"USA, KS; Washington County",39.65315,-96.86291,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:98
KSB:Mamm:99,Peromyscus leucopus,Peromyscus,male,adult,15 June. 2023,"USA, KS; Riley County; Fancy Creek State Park",39.44089,-96.73093,True,material present,,,ectoparasite; endoparasite,ectoparasite; endoparasite,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:99
KSB:Mamm:100,Dipodomys ordii,Dipodomys,male,adult,4 Nov. 2020,"USA, Kansas; Stafford County",37.88768,-98.87938,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:100
KSB:Mamm:101,Sigmodon hispidus,Sigmodon,female,adult,15 June. 2023,"USA, KS; Riley County; Fancy Creek State Park",39.4405,-96.73106,True,material present,,,ectoparasite,ectoparasite,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:101
KSB:Mamm:102,Peromyscus leucopus,Peromyscus,female,adult,21 July. 2020,"USA, KS; Washington County",39.64879,-96.86558,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:102
KSB:Mamm:103,Reithrodontomys montanus,Reithrodontomys,male,subadult,22 Oct. 2020,"USA, KS; Barber County",37.39345,-98.93171,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:103
KSB:Mamm:104,Reithrodontomys fulvescens,Reithrodontomys,female,adult,4 Nov. 2019,"USA, KS; Pratt County, Skyline",37.63134,-98.69439,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:104
KSB:Mamm:105,Sigmodon hispidus,Sigmodon,male,adult,13 Oct. 2020,"USA, KS; Barber County",37.38401,-98.96342,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:105
KSB:Mamm:106,Microtus ochrogaster,Microtus,male,adult,1 June 2020,"USA, KS; Osborne County",39.36341,-98.87933,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:106
KSB:Mamm:107,Sigmodon hispidus,Sigmodon,female,adult,15 June. 2023,"USA, KS; Riley County; Fancy Creek State Park",39.44107,-96.73106,True,material present,,,ectoparasite,ectoparasite,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:107
KSB:Mamm:108,Peromyscus maniculatus,Peromyscus,female,adult,16 Oct. 2018,"USA, KS; Pratt County",37.63134,-98.69439,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:108
KSB:Mamm:109,Dipodomys ordii,Dipodomys,female,adult,19 Nov. 2020,"USA, Kansas; Barber County",37.43543,-98.70034,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:109
KSB:Mamm:110,Chaetodipus hispidus,Chaetodipus,male,adult,15 Sept. 2020,"USA,KS; Harper County",37.122739,-98.178999,True,material present,,,ectoparasite,ectoparasite,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:110
KSB:Mamm:111,Blarina hylophaga,Blarina,female,adult,5 August. 2020,"USA, KS; Wabaunsee County",39.108855,-96.196326,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:111
KSB:Mamm:112,Peromyscus leucopus,Peromyscus,female,adult,3 Jan. 2023,"USA, KS; Riley COunty; KPBS, Plot 20B-W",39.073901,-96.57945201,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:112
KSB:Mamm:113,Peromyscus leucopus,Peromyscus,male,adult,3 Jan. 2023,"USA, KS; Riley County; KPBS, Plot 20B-W",39.07440903,-96.579968,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:113
KSB:Mamm:114,Peromyscus leucopus,Peromyscus,female,adult,3 Jan. 2023,"USa, KS; Riley County; KPBS, Plot 20B-W",39.07432797,-96.57984998,True,not recorded,,,,,,,,,,,,https://arctos.database.museum/guid/KSB:Mamm:114
